driver_id,day_of_week,Hour,Minute,total_assigned_request,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km
0,1,1,3,16985,,0,0,CANCELED,,
2869204,5,16,21,47,4.571428571,40,0.85,COMPLETED,9.715277778,169.602
2869278,3,10,16,3,,0,0,CANCELED,,
2870173,2,17,14,49,4.25,19,0.39,COMPLETED,4.008888889,71.02
2886584,4,21,3,58,4.606060606,53,0.91,COMPLETED,12.56305556,265.841
2894871,1,10,18,63,4.6,37,0.59,COMPLETED,10.33861111,190.003
2894948,4,9,54,44,4.555555556,33,0.75,COMPLETED,10.275,185.181
2895351,3,10,56,96,4.580645161,78,0.81,COMPLETED,19.84944444,367.691
2903228,2,19,13,1,,0,0,CANCELED,,
2904200,1,19,40,2,5,1,0.5,COMPLETED,0.291944444,6.225
2905099,2,13,4,2,,1,0.5,COMPLETED,0.303055556,5.218
2912701,7,12,40,15,4.333333333,10,0.67,COMPLETED,2.198611111,54.104
2913912,2,15,12,31,4.285714286,15,0.48,COMPLETED,4.3975,73.51
2914830,2,12,17,2,5,1,0.5,COMPLETED,0.427222222,9.048
2915025,1,5,53,29,3.8,14,0.48,COMPLETED,3.212777778,64.275
2922157,2,14,24,13,4.5,3,0.23,COMPLETED,1.184166667,15.933
2926142,1,16,6,73,4.416666667,46,0.63,COMPLETED,11.51361111,191.336
2926170,4,9,41,51,3.833333333,33,0.65,COMPLETED,11.31111111,176.494
2926841,2,6,23,26,4.4,8,0.31,COMPLETED,1.821388889,38.198
2928430,3,15,21,5,4,2,0.4,COMPLETED,0.858055556,12.975
2928777,1,8,41,72,4,41,0.57,COMPLETED,10.01611111,211.788
2929660,5,14,18,2,,0,0,CANCELED,,
2930265,2,21,40,18,2.8,15,0.83,COMPLETED,3.467777778,59.036
2930333,3,7,34,14,4,3,0.21,COMPLETED,0.309166667,8.521
2930508,1,10,46,3,,0,0,CANCELED,,
2930590,7,14,11,2,,1,0.5,COMPLETED,0.380833333,8.309
2931334,6,12,58,5,5,4,0.8,COMPLETED,1.246944444,27.071
2931517,3,17,53,24,4.3,21,0.88,COMPLETED,8.069166667,131.904
2931643,3,10,51,1,,0,0,CANCELED,,
2931665,4,19,41,11,4.333333333,5,0.45,COMPLETED,1.042222222,17.755
2931712,6,9,48,16,4.6,6,0.38,COMPLETED,1.8875,28.884
2932118,2,12,39,3,5,2,0.67,CANCELED,0.278888889,0.13
2932747,3,9,4,9,,5,0.56,COMPLETED,0.848888889,20.963
2935294,7,20,18,28,4.461538462,25,0.89,COMPLETED,5.138888889,101.827
2935390,1,15,51,2,,0,0,CANCELED,,
2936464,2,18,30,12,4,3,0.25,COMPLETED,0.238055556,7.346
2937666,2,8,54,51,4.578947368,37,0.73,COMPLETED,9.117777778,157.293
2938121,2,20,52,63,4.333333333,50,0.79,COMPLETED,16.23277778,235.748
2939767,1,9,47,11,4.2,8,0.73,COMPLETED,2.425277778,45.656
2939921,2,10,12,1,,0,0,CANCELED,,
2940018,1,10,34,5,4,2,0.4,COMPLETED,0.787777778,11.978
2940519,2,10,59,62,4.058823529,36,0.58,COMPLETED,5.852777778,140.008
2940838,1,13,0,50,4.588235294,37,0.74,COMPLETED,9.130555556,147.973
2944084,3,9,2,11,4.714285714,10,0.91,COMPLETED,4.059444444,48.276
2949302,4,16,55,41,4.4,29,0.71,COMPLETED,9.696944444,157.451
2950226,2,12,10,68,4.307692308,53,0.78,COMPLETED,15.78194444,240.191
2950628,5,9,41,8,3,7,0.88,COMPLETED,1.721388889,22.699
2955357,1,10,33,15,4.333333333,9,0.6,COMPLETED,2.873333333,50.403
2955461,2,14,10,1,,0,0,CANCELED,,
2955780,7,17,30,6,4.5,4,0.67,COMPLETED,0.994722222,20.543
2956093,5,22,26,18,3.8,8,0.44,COMPLETED,1.988055556,46.101
2957882,7,12,47,81,4.424242424,63,0.78,COMPLETED,13.55972222,271.608
2962047,2,11,23,26,4.2,18,0.69,COMPLETED,5.405,88.584
2969346,4,9,47,39,4.166666667,13,0.33,COMPLETED,2.229444444,44.347
2970452,1,15,24,3,,0,0,CANCELED,,
2971035,2,19,40,3,,0,0,CANCELED,,
2974881,4,9,31,63,3.703703704,46,0.73,COMPLETED,14.7775,239.825
2974966,3,21,13,55,4.571428571,16,0.29,COMPLETED,4.271111111,64.296
2983535,3,15,2,8,5,4,0.5,COMPLETED,0.635555556,10.596
2998385,3,8,10,4,5,2,0.5,COMPLETED,0.494444444,11.072
3001706,3,15,46,1,,0,0,CANCELED,,
3019419,1,9,56,19,4,16,0.84,COMPLETED,4.925277778,87.283
3020326,4,17,22,5,,0,0,CANCELED,,
3023513,1,10,58,41,3.6,8,0.2,COMPLETED,2.035,38.92
3045120,2,17,44,4,5,1,0.25,COMPLETED,0.289166667,5.651
3058127,1,22,17,7,3,5,0.71,COMPLETED,0.910833333,15.09
3060896,2,8,37,96,3.947368421,50,0.52,COMPLETED,14.28388889,241.543
3067864,2,13,30,6,4.666666667,4,0.67,COMPLETED,1.378055556,18.236
3070639,3,8,3,2,,0,0,CANCELED,,
3072522,3,12,34,11,5,3,0.27,COMPLETED,0.855555556,12.492
3075427,5,14,52,1,,0,0,CANCELED,,
3075437,2,10,7,41,4.166666667,19,0.46,COMPLETED,3.835277778,79.949
3086743,2,16,54,4,5,3,0.75,COMPLETED,0.506944444,9.186
3089358,2,18,26,15,4.666666667,6,0.4,COMPLETED,1.467777778,31.934
3090872,3,13,7,117,4.384615385,50,0.43,COMPLETED,13.84833333,269.915
3096858,2,12,28,3,,1,0.33,COMPLETED,0.001111111,1.343
3109035,5,18,40,10,5,2,0.2,COMPLETED,0.327777778,4.876
3109117,2,14,0,37,4.111111111,25,0.68,COMPLETED,6.299722222,137.793
3110182,2,21,30,45,4,25,0.56,COMPLETED,7.437777778,147.32
3112556,5,18,1,3,5,2,0.67,CANCELED,0.551944444,6.943
3119416,2,14,37,36,4.235294118,26,0.72,COMPLETED,4.992222222,95.37
3119763,1,10,33,22,3.555555556,21,0.95,COMPLETED,7.583611111,135.732
3120350,2,15,13,9,4,6,0.67,COMPLETED,2.81,52.252
3132746,1,15,16,12,2.5,3,0.25,COMPLETED,1.168611111,15.487
3132920,3,16,58,43,4.454545455,34,0.79,COMPLETED,10.26111111,178.977
3143007,5,6,43,110,4.333333333,93,0.85,COMPLETED,24.63333333,482.906
3145120,1,13,43,28,5,6,0.21,COMPLETED,1.144722222,20.504
3153368,3,9,49,24,4.214285714,21,0.88,COMPLETED,4.420555556,82.773
3174762,7,14,1,7,4,2,0.29,COMPLETED,0.365,5.875
3177171,2,19,31,1,,0,0,CANCELED,,
3189411,2,8,0,35,,2,0.06,COMPLETED,0.223055556,2.623
3195850,7,20,44,26,4.333333333,20,0.77,COMPLETED,4.228888889,99.895
3196540,2,10,52,4,5,2,0.5,COMPLETED,0.397777778,9.815
3201165,1,9,50,6,5,5,0.83,COMPLETED,1.5475,28.292
3207543,3,14,44,9,4.75,7,0.78,COMPLETED,1.996388889,38.424
3212558,2,18,42,4,,1,0.25,COMPLETED,0.000555556,6.38
3218143,4,9,39,25,5,7,0.28,COMPLETED,1.424166667,30.318
3226970,1,9,19,45,4.214285714,28,0.62,COMPLETED,5.592222222,113.372
3227153,2,19,52,12,4.2,6,0.5,COMPLETED,2.031388889,40.367
3231684,5,19,19,14,4,3,0.21,COMPLETED,2.174166667,12.574
3243390,5,9,38,110,4.315789474,38,0.35,COMPLETED,8.759444444,140.077
3243415,1,9,31,53,4.333333333,24,0.45,COMPLETED,3.978333333,71.163
3252143,5,17,59,15,5,3,0.2,COMPLETED,0.671388889,7.817
3299607,1,13,50,11,5,2,0.18,COMPLETED,0.982222222,17.292
3321615,4,9,45,81,4.041666667,38,0.47,COMPLETED,4.346388889,135.287
3343921,2,10,13,48,4,28,0.58,COMPLETED,9.480555556,160.531
3344762,2,10,20,10,,0,0,CANCELED,,
3345345,3,16,23,2,,0,0,CANCELED,,
3346396,1,11,54,13,3.8,10,0.77,COMPLETED,2.871111111,48.488
3349614,3,10,49,3,,1,0.33,COMPLETED,0.000555556,5.878
3353278,2,9,1,6,5,2,0.33,COMPLETED,0.576666667,13.16
3355215,3,13,19,37,4.214285714,25,0.68,COMPLETED,6.650277778,148.029
3355609,5,15,19,9,5,8,0.89,COMPLETED,2.213333333,47.997
3358770,5,13,42,19,4.4,15,0.79,COMPLETED,3.745833333,62.26
3358941,1,12,27,52,4.5,28,0.54,COMPLETED,8.485,134.244
3360438,7,16,3,34,4.090909091,27,0.79,COMPLETED,7.436111111,96.782
3361083,6,18,30,1,,0,0,CANCELED,,
3362531,3,18,54,10,4,8,0.8,COMPLETED,1.626111111,33.235
3367068,3,19,53,40,4,1,0.03,CANCELED,0.001111111,3.992
3367258,4,8,43,9,4.5,5,0.56,COMPLETED,1.303611111,27.118
3369332,4,13,54,19,5,7,0.37,COMPLETED,1.181666667,29.862
3370384,4,18,14,23,4.625,15,0.65,COMPLETED,1.126388889,14.869
3377506,2,15,43,1,,0,0,CANCELED,,
3379506,2,12,24,39,4,28,0.72,COMPLETED,6.736111111,123.586
3393179,4,20,37,25,4.357142857,24,0.96,COMPLETED,6.183333333,115.113
3394918,4,11,2,63,4.533333333,27,0.43,COMPLETED,6.65,125.264
3399291,4,10,54,33,3.5,3,0.09,COMPLETED,0.278888889,4.475
3399348,2,21,14,13,,1,0.08,COMPLETED,0.073888889,1.714
3399525,4,20,6,39,4.769230769,20,0.51,COMPLETED,3.92,81.841
3401681,4,21,24,39,4.75,13,0.33,COMPLETED,3.409722222,59.763
3402457,6,12,13,19,5,7,0.37,COMPLETED,2.76,39.337
3415421,3,0,46,1,,0,0,CANCELED,,
3419580,7,18,15,43,3.833333333,14,0.33,COMPLETED,3.798611111,53.322
3421197,3,8,50,40,3.947368421,30,0.75,COMPLETED,8.312777778,162.447
3421486,1,10,19,12,4.333333333,3,0.25,COMPLETED,0.841944444,16.224
3422168,1,10,37,29,4,16,0.55,COMPLETED,5.060277778,126.816
3424125,3,6,15,18,4.375,13,0.72,COMPLETED,3.057222222,61.477
3427546,1,21,0,1,,0,0,CANCELED,,
3433573,3,10,48,27,4.333333333,20,0.74,COMPLETED,5.6225,87.697
3434085,1,12,40,2,,1,0.5,COMPLETED,0.676944444,10.537
3434940,2,14,53,41,4,19,0.46,COMPLETED,3.546111111,66.22
3435189,4,21,34,60,4.4375,33,0.55,COMPLETED,9.191111111,195.807
3437386,5,12,13,4,,2,0.5,COMPLETED,0.6625,5.4
3439844,3,16,29,8,4,1,0.13,CANCELED,0.189722222,3.287
3442931,4,21,53,86,4.5,38,0.44,COMPLETED,12.17972222,212.371
3446102,4,17,22,11,3.8,10,0.91,COMPLETED,0.383888889,15.341
3448655,3,14,36,19,4.8,10,0.53,COMPLETED,4.647222222,71.092
3452591,2,19,20,37,4.263157895,28,0.76,COMPLETED,7.106944444,138.102
3459818,2,10,51,70,3.789473684,38,0.54,COMPLETED,9.311388889,159.06
3463493,2,9,37,14,,0,0,CANCELED,,
3466729,6,11,6,4,5,2,0.5,CANCELED,0.356666667,3.324
3474657,7,14,41,16,,6,0.38,COMPLETED,0.119166667,9.925
3475104,1,13,9,21,4.75,19,0.9,COMPLETED,6.340833333,99.707
3475591,2,17,21,12,4.5,7,0.58,COMPLETED,1.9025,29.657
3475644,3,21,2,5,,2,0.4,COMPLETED,0.340833333,6.348
3475712,6,8,39,78,4.161290323,48,0.62,COMPLETED,11.60333333,223.252
3475860,3,15,3,5,4,3,0.6,COMPLETED,0.991944444,22.369
3475872,3,18,5,5,5,4,0.8,COMPLETED,0.478055556,8.474
3481158,3,13,23,85,4.074074074,72,0.85,COMPLETED,21.63444444,356.723
3500029,2,16,50,3,5,2,0.67,COMPLETED,0.579722222,8.779
3500720,3,12,35,59,3.846153846,42,0.71,COMPLETED,11.96055556,202.833
3501304,4,15,6,25,4.461538462,21,0.84,COMPLETED,5.898333333,103.456
3520711,5,22,30,7,,1,0.14,COMPLETED,0.1675,5.155
3521193,5,17,45,13,2.8,8,0.62,COMPLETED,4.208055556,73.698
3527160,4,17,30,71,4.333333333,54,0.76,COMPLETED,6.39,118.212
3550359,2,10,21,70,4.413793103,53,0.76,COMPLETED,10.36777778,216.146
3564741,7,22,53,2,5,1,0.5,COMPLETED,0.0975,2.021
3585253,2,16,28,1,,0,0,CANCELED,,
3586058,2,10,50,1,,0,0,CANCELED,,
3589235,2,15,22,20,3.8,15,0.75,COMPLETED,4.326388889,85.967
3593600,4,17,31,54,3.85,36,0.67,COMPLETED,7.951388889,146.835
3598539,5,15,0,31,4.538461538,25,0.81,COMPLETED,6.586388889,130.268
3599413,7,17,23,1,,0,0,CANCELED,,
3601475,7,12,36,1,,0,0,CANCELED,,
3601722,1,11,1,5,,0,0,CANCELED,,
3609933,2,19,23,11,4.4,8,0.73,COMPLETED,1.934166667,39.473
3612212,1,12,10,1,,0,0,CANCELED,,
3612345,6,13,0,35,4.384615385,19,0.54,COMPLETED,7.733888889,125.732
3613245,7,8,20,27,4.636363636,18,0.67,COMPLETED,5.415833333,111.108
3620117,5,13,22,13,5,2,0.15,COMPLETED,0.611111111,9.818
3620819,3,11,10,32,4.5,23,0.72,COMPLETED,7.239722222,100.05
3623101,4,10,47,36,4.5,26,0.72,COMPLETED,7.8125,129.274
3626667,3,17,59,1,,0,0,CANCELED,,
3626950,4,10,33,104,4.611111111,35,0.34,COMPLETED,9.415277778,174.791
3633112,5,15,34,20,3.857142857,14,0.7,COMPLETED,4.094166667,66.47
3633295,7,12,54,16,4.75,12,0.75,COMPLETED,3.508611111,56.478
3634447,5,21,36,69,4.655172414,47,0.68,COMPLETED,10.74777778,221.107
3635024,2,9,21,13,4,11,0.85,COMPLETED,2.800277778,49.349
3635071,5,18,1,20,4.875,18,0.9,COMPLETED,5.376944444,93.455
3636342,3,14,0,43,4.166666667,24,0.56,COMPLETED,8.258333333,122.088
3637101,1,10,32,24,4,10,0.42,COMPLETED,1.474444444,32.076
3637339,4,9,56,62,4.48,43,0.69,COMPLETED,9.032222222,210.492
3638440,2,11,27,9,4,4,0.44,COMPLETED,0.735277778,12.657
3638664,3,21,1,48,4.444444444,36,0.75,COMPLETED,11.36583333,214.217
3644399,1,18,58,3,,0,0,CANCELED,,
3645038,1,19,1,12,5,4,0.33,COMPLETED,0.989444444,15.511
3646787,5,15,22,13,4.5,10,0.77,COMPLETED,3.430555556,59.587
3646812,7,14,54,54,4.692307692,37,0.69,COMPLETED,7.420555556,138.976
3648810,2,19,3,10,4.5,5,0.5,COMPLETED,1.290555556,26.508
3664897,2,15,33,1,,0,0,CANCELED,,
3668460,1,21,27,15,4.75,10,0.67,COMPLETED,2.400555556,50.232
3670054,2,20,7,2,3,1,0.5,COMPLETED,0.23,3.988
3670561,2,18,20,15,4.666666667,9,0.6,COMPLETED,2.746388889,36.562
3678744,2,17,0,61,4.4375,46,0.75,COMPLETED,15.49305556,243.541
3681569,1,15,29,36,4.571428571,26,0.72,COMPLETED,7.132777778,118.868
3681964,4,10,31,14,4.166666667,12,0.86,COMPLETED,3.531388889,66.239
3683496,1,12,19,11,4,7,0.64,COMPLETED,2.474722222,39.938
3688501,2,7,21,8,,1,0.13,COMPLETED,0.318055556,8.893
3688728,1,11,50,2,4,1,0.5,COMPLETED,0.458055556,6.289
3688957,3,13,47,18,4,8,0.44,COMPLETED,2.663888889,44.421
3694253,5,15,42,6,1,2,0.33,COMPLETED,0.421666667,8.384
3695674,3,14,45,186,4.578947368,97,0.52,COMPLETED,29.10166667,476.045
3697004,1,11,49,11,4.333333333,5,0.45,COMPLETED,1.640555556,31.172
3698085,5,6,21,9,3,5,0.56,COMPLETED,0.591944444,19.717
3698459,3,15,29,104,4.075,81,0.78,COMPLETED,21.75055556,386.118
3700536,1,16,53,17,4,14,0.82,COMPLETED,4.568888889,67.646
3707646,3,6,47,104,4.291666667,90,0.87,COMPLETED,25.91916667,429.266
3708560,1,7,15,7,5,1,0.14,COMPLETED,0.246111111,5.635
3709813,2,22,38,42,4.3,30,0.71,COMPLETED,7.361388889,131.018
3717125,2,6,39,24,4.285714286,13,0.54,COMPLETED,2.666944444,38.577
3717245,4,10,52,91,4.59375,69,0.76,COMPLETED,18.35777778,282.591
3718226,1,21,44,44,4.368421053,36,0.82,COMPLETED,10.49277778,179.275
3718344,2,21,54,47,4.6875,30,0.64,COMPLETED,6.169722222,137.415
3733395,2,16,0,49,4.166666667,36,0.73,COMPLETED,9.039444444,163.061
3735534,4,16,21,20,4.333333333,15,0.75,COMPLETED,4.156944444,52.037
3736211,6,5,57,44,4.363636364,27,0.61,COMPLETED,7.549166667,123.009
3738000,3,15,45,19,3.833333333,10,0.53,COMPLETED,1.895833333,52.826
3744385,2,11,53,8,3,3,0.38,COMPLETED,0.953333333,16.998
3751543,5,19,38,20,4.714285714,11,0.55,COMPLETED,3.462222222,64.208
3751566,1,8,43,10,4.666666667,7,0.7,COMPLETED,1.662777778,26.344
3751577,3,10,56,49,4.307692308,36,0.73,COMPLETED,10.16138889,187.847
3754089,2,18,3,1,,0,0,CANCELED,,
3754179,5,7,38,43,4.5,10,0.23,COMPLETED,2.276666667,44.769
3754231,2,13,4,17,4.333333333,9,0.53,COMPLETED,3.758333333,50.42
3754931,7,15,34,6,5,4,0.67,COMPLETED,0.9975,17.367
3757071,3,11,21,2,3,1,0.5,CANCELED,0.122777778,4.077
3758181,3,16,48,28,4.285714286,16,0.57,COMPLETED,4.969166667,74.191
3762058,1,10,24,105,4.25,84,0.8,COMPLETED,23.09305556,425.131
3762069,6,8,32,83,4.178571429,58,0.7,COMPLETED,17.66388889,324.213
3762149,2,12,36,58,4.388888889,33,0.57,COMPLETED,11.14222222,88.988
3765017,3,6,43,2,,0,0,CANCELED,,
3771362,2,18,7,42,4.333333333,31,0.74,COMPLETED,9.7225,157.27
3772692,3,4,42,52,4.208333333,39,0.75,COMPLETED,10.25527778,171.597
3782398,7,21,34,6,,0,0,CANCELED,,
3785380,1,12,4,17,4,12,0.71,COMPLETED,2.993611111,54.64
3798866,5,9,34,7,5,5,0.71,COMPLETED,2.196388889,29.689
3801157,1,7,37,19,4,13,0.68,COMPLETED,2.596944444,52.354
3801331,1,11,14,12,5,6,0.5,COMPLETED,2.1475,39.063
3804886,2,10,34,70,4.464285714,48,0.69,COMPLETED,15.85,231.094
3809961,4,18,1,18,4.25,9,0.5,COMPLETED,2.0775,32.783
3810107,1,8,52,38,4.588235294,30,0.79,COMPLETED,7.733888889,152.199
3813528,1,18,33,56,4.533333333,25,0.45,COMPLETED,6.695833333,120.305
3813743,4,17,32,18,4,11,0.61,COMPLETED,2.764166667,47.755
3820335,6,16,30,17,4.4,9,0.53,COMPLETED,0.369722222,23.877
3820817,1,10,27,2,,1,0.5,CANCELED,0.214722222,3.836
3820852,1,11,11,13,5,4,0.31,COMPLETED,1.105,15.693
3820991,7,17,12,29,4,22,0.76,COMPLETED,2.996111111,54.646
3821690,1,14,16,43,4.857142857,12,0.28,COMPLETED,3.499722222,50.995
3823863,4,19,14,19,4.214285714,16,0.84,COMPLETED,4.471111111,82.156
3827325,1,15,0,44,3.833333333,28,0.64,COMPLETED,6.0775,96.03
3827930,3,8,32,4,4,3,0.75,CANCELED,0.520555556,9.625
3832175,2,18,30,47,4.266666667,31,0.66,COMPLETED,8.735,143.154
3832925,2,12,40,43,4.533333333,28,0.65,COMPLETED,5.645,100.331
3834479,4,17,17,14,4.5,9,0.64,COMPLETED,2.581111111,36.927
3837162,2,9,45,78,4.47826087,47,0.6,COMPLETED,15.76111111,263.434
3838783,1,16,38,27,4.1875,26,0.96,COMPLETED,5.570555556,118.318
3838939,2,17,23,13,4.571428571,11,0.85,COMPLETED,2.597222222,50.528
3840723,2,13,13,5,4,1,0.2,COMPLETED,0.239166667,5.24
3842575,4,23,3,38,4.444444444,28,0.74,COMPLETED,7.692777778,142.229
3849192,2,18,27,32,4.333333333,13,0.41,COMPLETED,4.278888889,66.688
3849877,5,14,11,7,4,5,0.71,COMPLETED,0.867222222,16.516
3850962,1,10,30,59,4.434782609,47,0.8,COMPLETED,11.53666667,230.291
3854963,5,6,45,59,4.458333333,44,0.75,COMPLETED,9.870555556,197.782
3864586,2,16,38,46,3.285714286,10,0.22,COMPLETED,1.945277778,28.943
3865589,2,17,40,130,4.41509434,101,0.78,COMPLETED,28.13638889,509.846
3867133,7,22,1,4,,1,0.25,CANCELED,0.043333333,0.216
3868092,1,11,45,47,4.653846154,39,0.83,COMPLETED,9.986388889,157.053
3870107,1,14,39,24,4.4,16,0.67,COMPLETED,3.715277778,56.069
3876169,4,10,59,1,,0,0,CANCELED,,
3876324,2,18,20,79,4.294117647,40,0.51,COMPLETED,8.921388889,135.983
3876668,5,15,4,102,4.363636364,47,0.46,COMPLETED,7.683888889,147.278
3876827,1,11,31,60,4.44,46,0.77,COMPLETED,9.245555556,139.118
3878003,2,13,34,68,4.466666667,34,0.5,COMPLETED,6.150277778,118.863
3879271,2,19,58,2,,0,0,CANCELED,,
3884100,1,9,25,2,4,1,0.5,COMPLETED,0,8.552
3886324,5,13,44,55,4,39,0.71,COMPLETED,11.89166667,180.933
3887018,1,16,49,58,4.421052632,46,0.79,COMPLETED,13.62222222,200.46
3891107,2,16,57,14,4.5,9,0.64,COMPLETED,2.745277778,39.191
3891358,2,13,29,6,,1,0.17,COMPLETED,0.196388889,5.232
3893740,7,14,41,31,3.636363636,24,0.77,COMPLETED,5.840833333,92.2
3894433,7,15,20,10,4.5,5,0.5,COMPLETED,1.235555556,16.593
3896537,4,15,28,1,,0,0,CANCELED,,
3896826,3,9,48,99,4.380952381,42,0.42,COMPLETED,10.25888889,167.276
3899079,3,10,47,1,,0,0,CANCELED,,
3903211,6,17,59,27,4.75,22,0.81,COMPLETED,5.595555556,115.124
3904462,5,12,15,3,5,2,0.67,COMPLETED,0.000277778,11.885
3905537,5,14,5,6,4,4,0.67,COMPLETED,1.444444444,23.78
3906430,5,18,40,26,4.25,12,0.46,COMPLETED,4.240833333,83.051
3907489,7,9,33,4,5,3,0.75,COMPLETED,0.698055556,17.792
3907678,6,7,6,2,,0,0,CANCELED,,
3914202,7,17,26,9,5,5,0.56,COMPLETED,0.957777778,17.259
3916755,1,10,29,35,4.454545455,22,0.63,COMPLETED,5.808888889,100.139
3917460,3,12,21,9,2.5,5,0.56,COMPLETED,2.48,31.355
3918252,2,6,21,19,4.25,15,0.79,COMPLETED,4.003333333,69.943
3918668,2,13,51,28,4.666666667,19,0.68,COMPLETED,5.243611111,77.016
3919989,5,16,30,9,5,6,0.67,COMPLETED,2.343611111,35.131
3920495,4,19,29,32,3.9,17,0.53,COMPLETED,5.4025,94.932
3936119,1,7,19,191,4.209302326,101,0.53,COMPLETED,27.31972222,534.73
3936414,2,17,12,12,4,7,0.58,COMPLETED,2.493611111,40.798
3936971,2,9,47,29,5,8,0.28,COMPLETED,2.141944444,37.697
3941874,4,16,34,27,5,10,0.37,COMPLETED,1.625277778,31.051
3943399,2,10,13,30,4.2,12,0.4,COMPLETED,4.274166667,73.503
3944425,2,15,24,2,4,1,0.5,COMPLETED,0.114166667,2.9
3944836,5,20,5,39,4.1875,33,0.85,COMPLETED,8.197222222,144.005
3945768,3,21,7,25,4.666666667,16,0.64,COMPLETED,5.878611111,97.701
3946079,1,8,6,60,3.923076923,33,0.55,COMPLETED,9.170277778,135.24
3946994,5,6,43,35,4.571428571,30,0.86,COMPLETED,5.903888889,133.11
3951792,2,9,26,108,4.205128205,74,0.69,COMPLETED,19.02027778,361.31
3952989,7,6,49,40,4.666666667,22,0.55,COMPLETED,4.985555556,72.913
3954133,4,1,16,104,4.380952381,54,0.52,COMPLETED,10.98111111,269.393
3954723,4,10,21,3,,0,0,CANCELED,,
3956036,4,18,7,10,4.6,8,0.8,COMPLETED,2.081388889,33.997
3960151,2,8,5,1,,0,0,CANCELED,,
3960338,3,16,56,3,,1,0.33,CANCELED,0.219444444,3.34
3961063,1,16,52,33,4.4,6,0.18,COMPLETED,2.066666667,33.055
3961795,2,6,20,7,5,6,0.86,COMPLETED,2.053055556,37.707
3967187,2,16,10,22,4.5,11,0.5,COMPLETED,3.0625,52.644
3968305,2,23,4,15,4.833333333,12,0.8,COMPLETED,1.751666667,45.745
3969754,5,8,54,30,4,20,0.67,COMPLETED,4.783888889,77.968
3970204,3,10,19,26,4.6,10,0.38,COMPLETED,3.323055556,68.922
3970462,6,14,53,2,,0,0,CANCELED,,
3978052,1,11,48,8,4,6,0.75,COMPLETED,1.362777778,24.478
3978167,1,9,29,69,4.55,47,0.68,COMPLETED,11.67277778,200.864
3980110,4,18,21,22,3.833333333,14,0.64,COMPLETED,4.237777778,62.538
3980730,1,8,15,11,,2,0.18,COMPLETED,0.433888889,9.713
3981274,7,18,6,18,4.6,8,0.44,COMPLETED,8.355,52.57
3983314,3,10,46,64,4.318181818,48,0.75,COMPLETED,10.08,181.908
3990952,5,15,24,35,4.375,33,0.94,COMPLETED,8.065277778,147.685
3990972,4,9,16,6,4,2,0.33,COMPLETED,0.701944444,14.059
3993408,2,18,2,7,,0,0,CANCELED,,
3994444,1,17,6,11,4,8,0.73,COMPLETED,42.08833333,30.37
3994570,4,14,50,4,3,3,0.75,COMPLETED,0.351944444,4.629
3996627,7,13,38,6,1.5,4,0.67,COMPLETED,1.323055556,19.139
3996797,2,18,16,13,5,9,0.69,COMPLETED,2.593333333,48.608
3998260,3,13,0,5,5,1,0.2,COMPLETED,0.259444444,5.694
3998369,3,11,51,25,4.142857143,13,0.52,COMPLETED,2.725277778,40.787
4001591,1,13,39,1,,0,0,CANCELED,,
4001814,7,9,11,9,4.75,8,0.89,COMPLETED,2.668611111,51.332
4003050,3,9,17,14,4.5,9,0.64,COMPLETED,2.503055556,56.87
4004192,5,11,15,26,4,16,0.62,COMPLETED,4.205555556,81.429
4004354,4,18,20,33,4.076923077,23,0.7,COMPLETED,6.673611111,94.49
4005819,7,19,9,3,,1,0.33,COMPLETED,0.398055556,9.564
4007229,5,9,45,12,4.166666667,8,0.67,COMPLETED,2.579444444,44.291
4009983,4,19,19,4,5,3,0.75,COMPLETED,0.381944444,9.188
4010896,7,22,18,2,,0,0,CANCELED,,
4011552,2,17,17,36,4,31,0.86,COMPLETED,7.943888889,142.371
4012859,3,17,55,71,3.666666667,20,0.28,COMPLETED,5.939166667,94.146
4013798,7,9,50,25,4.454545455,23,0.92,COMPLETED,3.968055556,94.655
4013916,5,17,17,16,4.142857143,12,0.75,COMPLETED,3.886388889,62.255
4016310,4,18,11,67,4.363636364,23,0.34,COMPLETED,0.477222222,19.082
4019859,2,17,48,12,4,2,0.17,COMPLETED,0.633055556,7.171
4020072,4,13,2,13,5,5,0.38,COMPLETED,2.294722222,38.884
4020783,2,8,54,31,3.4,14,0.45,COMPLETED,4.408333333,89.522
4021044,3,19,14,13,5,5,0.38,COMPLETED,1.390277778,25.703
4021572,2,15,38,65,4.25,39,0.6,COMPLETED,8.938611111,179.749
4024081,5,12,4,67,4.333333333,25,0.37,COMPLETED,4.427222222,67.713
4024783,4,9,33,1,,0,0,CANCELED,,
4027413,7,14,20,65,4.695652174,32,0.49,COMPLETED,9.772777778,205.612
4027867,3,8,42,5,5,3,0.6,COMPLETED,1.183888889,24.231
4027965,5,19,41,35,4.4,28,0.8,COMPLETED,6.072222222,118.013
4028017,6,14,53,60,4.363636364,43,0.72,COMPLETED,6.622777778,123.896
4028165,2,21,35,55,4.714285714,13,0.24,COMPLETED,2.730277778,68.885
4029348,2,11,56,3,5,1,0.33,COMPLETED,0.163888889,5.445
4029834,2,17,40,31,4.4,9,0.29,COMPLETED,0.005,16.418
4030144,3,9,43,3,,2,0.67,COMPLETED,1.046666667,1.682
