driver_id,day_of_week,Hour,Minute,total_assigned_request,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km
5369081,7,17,29,63,4.2,48,0.76,COMPLETED,14.66555556,250.48
5369098,3,18,37,132,4.465116279,107,0.81,COMPLETED,27.58805556,523.009
5369108,4,14,9,8,3.333333333,7,0.88,COMPLETED,1.511666667,24.58
5369702,1,17,59,9,5,6,0.67,COMPLETED,2.370277778,30.587
5370107,7,20,49,12,4,4,0.33,COMPLETED,0.456111111,10.952
5371186,7,10,10,1,,0,0,CANCELED,,
5372865,5,16,18,62,3.8,38,0.61,COMPLETED,8.424166667,127.299
5373102,1,8,24,33,3.833333333,22,0.67,COMPLETED,5.663055556,103.605
5373224,7,15,3,47,4,39,0.83,COMPLETED,8.148333333,136.698
5373294,1,7,54,2,,0,0,CANCELED,,
5373325,3,15,43,72,4.571428571,21,0.29,COMPLETED,7.891111111,118.905
5373431,7,13,35,54,4.052631579,37,0.69,COMPLETED,11.93944444,169.277
5373515,6,8,17,55,4.125,40,0.73,COMPLETED,11.67805556,181.725
5373542,2,16,35,10,4.333333333,9,0.9,COMPLETED,2.723055556,44.632
5373555,2,10,35,16,4.375,14,0.88,COMPLETED,4.199444444,71.478
5373585,5,20,23,43,4,23,0.53,COMPLETED,2.736666667,53.278
5373614,1,13,37,106,4.483870968,75,0.71,COMPLETED,17.89944444,322.231
5373787,3,9,8,22,3.857142857,21,0.95,COMPLETED,5.146388889,81.62
5374025,7,11,22,59,4.107142857,49,0.83,COMPLETED,11.81916667,234.766
5374047,1,16,10,3,5,1,0.33,CANCELED,0.247222222,3.563
5374060,5,9,1,15,4,12,0.8,COMPLETED,2.148055556,43.99
5374110,2,11,27,116,4.5,29,0.25,COMPLETED,9.800555556,150.861
5374141,6,12,37,93,4.414634146,83,0.89,COMPLETED,26.63333333,380.522
5374170,3,11,53,62,4.1875,40,0.65,COMPLETED,14.48,186.679
5374235,5,12,17,27,4.75,20,0.74,COMPLETED,8.612777778,148.377
5374353,3,11,38,20,4.4,10,0.5,COMPLETED,2.763055556,58.523
5374380,2,11,56,19,4.833333333,11,0.58,COMPLETED,2.898611111,62.955
5374398,1,20,59,22,4,16,0.73,COMPLETED,4.103888889,80.444
5374413,1,16,21,23,5,5,0.22,COMPLETED,0.004444444,34.705
5374557,3,18,49,49,3.842105263,32,0.65,COMPLETED,9.433888889,147.083
5374734,3,19,16,94,4.066666667,74,0.79,COMPLETED,15.11944444,297.766
5374736,2,12,8,47,4.692307692,38,0.81,COMPLETED,9.497777778,168.491
5374817,5,17,16,39,4.4,27,0.69,COMPLETED,6.865833333,98.657
5374849,1,19,59,32,4.769230769,24,0.75,COMPLETED,6.109166667,116.023
5375135,5,17,5,18,4.375,14,0.78,COMPLETED,3.162222222,58.186
5375397,5,6,38,72,4.24,45,0.63,COMPLETED,8.786111111,196.889
5375761,3,7,36,7,4.333333333,5,0.71,COMPLETED,1.068611111,21.702
5375830,4,16,32,14,4.2,12,0.86,COMPLETED,2.7,46.571
5376011,1,17,51,6,4.5,4,0.67,COMPLETED,1.211666667,18.511
5378355,5,10,2,22,4.125,16,0.73,COMPLETED,4.775277778,79.415
5378395,5,18,24,26,4.142857143,24,0.92,COMPLETED,4.721111111,105.194
5380575,1,9,20,1,,0,0,CANCELED,,
5380760,3,21,58,24,4,20,0.83,COMPLETED,5.905833333,103.582
5381113,2,21,43,67,4.333333333,55,0.82,COMPLETED,15.72194444,298.233
5381165,1,20,32,63,4.238095238,43,0.68,COMPLETED,10.7475,201.241
5381254,3,20,7,35,4.352941176,31,0.89,COMPLETED,7.0625,126.672
5381282,2,11,39,24,4.2,19,0.79,COMPLETED,2.642222222,63.199
5381338,1,18,22,4,3.5,3,0.75,COMPLETED,0.955555556,10.568
5381347,4,14,13,5,4.75,4,0.8,COMPLETED,0.532222222,13.276
5381739,2,17,52,52,4.153846154,31,0.6,COMPLETED,5.836666667,84.608
5381846,3,17,46,33,4,24,0.73,COMPLETED,5.345277778,96.78
5381928,3,17,16,35,4.111111111,19,0.54,COMPLETED,5.705277778,90.574
5381935,5,10,44,82,3.35,51,0.62,COMPLETED,13.05833333,222.734
5382023,5,12,10,15,4,11,0.73,COMPLETED,2.785,42.794
5382185,4,9,32,52,4.578947368,40,0.77,COMPLETED,12.83333333,189.893
5382753,3,12,34,15,4.833333333,12,0.8,COMPLETED,3.024722222,56.869
5382990,1,10,36,30,3.666666667,26,0.87,COMPLETED,6.786388889,118.841
5383040,4,14,57,13,4.666666667,8,0.62,COMPLETED,2.130833333,42.584
5383214,4,10,43,11,4.333333333,8,0.73,COMPLETED,6.410555556,57.652
5383323,7,22,33,31,4.923076923,26,0.84,COMPLETED,5.229166667,110.127
5383391,4,9,56,36,4.466666667,29,0.81,COMPLETED,8.869722222,154.503
5383415,3,11,15,12,3.166666667,11,0.92,COMPLETED,2.1325,37.229
5383418,3,10,18,30,5,4,0.13,COMPLETED,0.253333333,3.442
5383432,2,12,54,49,4.333333333,42,0.86,COMPLETED,10.53805556,183.515
5383435,3,6,14,47,4.388888889,39,0.83,COMPLETED,9.925833333,219.095
5383463,3,16,25,85,4.558823529,61,0.72,COMPLETED,19.865,315.785
5384160,1,10,9,5,,2,0.4,COMPLETED,0.400833333,5.992
5385040,3,7,41,28,5,6,0.21,COMPLETED,1.169722222,19.087
5385546,2,11,32,9,4.666666667,6,0.67,COMPLETED,1.942222222,31.478
5386980,4,15,4,9,4,6,0.67,COMPLETED,1.342222222,23.113
5387445,1,8,42,24,4.1,19,0.79,COMPLETED,4.143611111,88.189
5387467,3,18,35,38,4.714285714,23,0.61,COMPLETED,6.360555556,107.991
5387569,4,22,3,14,4.5,12,0.86,COMPLETED,3.206111111,65.662
5387680,7,21,47,7,4.5,4,0.57,COMPLETED,1.286111111,26.931
5387842,6,8,59,105,4.148148148,63,0.6,COMPLETED,12.25944444,224.903
5387848,1,10,2,5,4.5,2,0.4,COMPLETED,0.517777778,8.573
5387862,5,11,12,44,3.818181818,23,0.52,COMPLETED,5.489166667,77.073
5387865,5,17,44,32,4.416666667,25,0.78,COMPLETED,8.067222222,140.544
5388173,1,16,38,2,,0,0,CANCELED,,
5388303,3,19,32,50,4.5,22,0.44,COMPLETED,5.42,119.552
5388518,1,6,31,7,5,6,0.86,COMPLETED,2.511111111,32.411
5388708,5,10,37,23,4.75,7,0.3,COMPLETED,1.577222222,22.377
5388711,4,16,59,45,4.666666667,29,0.64,COMPLETED,7.674444444,124.462
5388717,7,18,1,12,4,9,0.75,COMPLETED,2.136388889,45.004
5388919,2,7,27,58,4.181818182,43,0.74,COMPLETED,11.51666667,186.124
5389047,2,21,42,62,4.62962963,49,0.79,COMPLETED,9.634166667,177.697
5389204,5,19,8,67,4.16,49,0.73,COMPLETED,15.07722222,235.674
5389309,2,23,16,54,4.666666667,42,0.78,COMPLETED,11.75416667,182.81
5389387,6,16,26,22,4.375,15,0.68,COMPLETED,2.275,43.489
5389673,4,17,19,29,3.333333333,20,0.69,COMPLETED,4.495555556,74.949
5389748,4,15,23,22,4.571428571,16,0.73,COMPLETED,3.01,45.549
5390040,2,9,14,79,4.235294118,37,0.47,COMPLETED,11.25694444,176.328
5390548,5,12,38,19,4.428571429,11,0.58,COMPLETED,2.493611111,47.248
5391862,5,18,13,25,4.272727273,18,0.72,COMPLETED,2.73,72.821
5394298,5,16,41,11,4.8,8,0.73,COMPLETED,1.726111111,37.113
5394614,3,10,15,8,2.5,5,0.63,COMPLETED,0.125277778,6.112
5394706,3,19,21,22,4,12,0.55,COMPLETED,3.370833333,45.561
5394838,1,19,12,51,4.666666667,5,0.1,COMPLETED,0.038888889,5.632
5394986,4,9,25,40,4.266666667,31,0.78,COMPLETED,11.27694444,154.19
5395014,4,19,50,46,4.2,31,0.67,COMPLETED,0.457777778,87.77
5395083,4,15,24,46,4.352941176,32,0.7,COMPLETED,7.429444444,145.703
5395184,1,13,35,1,,0,0,CANCELED,,
5395190,5,9,14,71,4.125,47,0.66,COMPLETED,15.43027778,285.496
5395210,3,20,38,34,4.538461538,28,0.82,COMPLETED,7.505833333,129.31
5395221,5,18,4,96,4.5,64,0.67,COMPLETED,12.07111111,270.988
5395225,5,17,28,78,4.035714286,62,0.79,COMPLETED,14.99888889,262.956
5395238,2,14,27,21,4.222222222,12,0.57,COMPLETED,1.770555556,34.482
5395257,2,19,45,57,4.4375,36,0.63,COMPLETED,8.187777778,147.829
5395367,2,18,13,12,4.6,10,0.83,COMPLETED,2.524722222,39.616
5395399,6,19,9,54,4.086956522,43,0.8,COMPLETED,10.63916667,210.979
5395735,4,18,52,79,4.242424242,60,0.76,COMPLETED,13.19611111,257.399
5395744,7,12,41,12,4.285714286,10,0.83,COMPLETED,3.148611111,57.318
5395778,3,12,11,21,4,15,0.71,COMPLETED,3.119722222,63.839
5395841,2,13,36,7,5,4,0.57,COMPLETED,1.8775,23.214
5395899,5,12,4,55,4.111111111,20,0.36,COMPLETED,2.5375,49.962
5396058,4,10,32,31,4.769230769,24,0.77,COMPLETED,5.776666667,96.392
5396076,6,13,49,5,,1,0.2,COMPLETED,0.000277778,4.405
5396299,2,16,16,23,4.1,15,0.65,COMPLETED,4.8125,66.755
5396318,7,15,17,38,4.266666667,26,0.68,COMPLETED,5.546666667,116.779
5396363,2,13,0,38,4,20,0.53,COMPLETED,5.724722222,99.903
5396394,3,18,31,53,4.125,24,0.45,COMPLETED,4.109722222,75.89
5396407,2,17,30,16,4.571428571,12,0.75,COMPLETED,2.5575,37.136
5396443,5,10,24,49,4.608695652,43,0.88,COMPLETED,10.88333333,167.244
5396493,4,17,2,18,4,13,0.72,COMPLETED,3.671944444,60.233
5396502,5,19,38,65,4.608695652,42,0.65,COMPLETED,9.806944444,209.125
5396523,2,10,46,22,4.6,16,0.73,COMPLETED,3.846666667,72.841
5396809,3,7,10,34,4.571428571,17,0.5,COMPLETED,4.702777778,78.129
5396817,2,18,38,33,4.5,19,0.58,COMPLETED,5.076111111,73.232
5396999,3,22,12,54,4.388888889,40,0.74,COMPLETED,9.922777778,185.126
5397002,7,2,38,45,4,27,0.6,COMPLETED,7.2825,129.245
5397054,7,15,57,64,4.233333333,51,0.8,COMPLETED,12.79361111,201.456
5397186,3,20,41,78,4.454545455,57,0.73,COMPLETED,13.00083333,234.083
5397221,3,13,40,28,4.222222222,22,0.79,COMPLETED,8.229166667,123.744
5397309,1,19,42,42,4.5625,32,0.76,COMPLETED,7.03,125.44
5397342,6,13,52,20,4.2,16,0.8,COMPLETED,6.3725,86.614
5397362,3,18,27,45,4.5,26,0.58,COMPLETED,7.931944444,137.032
5398076,4,11,56,65,4,8,0.12,COMPLETED,2.081111111,29.769
5399293,7,15,18,14,5,11,0.79,COMPLETED,2.665,61.079
5399982,3,20,17,19,4.4,13,0.68,COMPLETED,7.4875,72.773
5400286,5,10,37,107,4.148148148,57,0.53,COMPLETED,16.3375,305.138
5401593,4,10,22,42,4.363636364,36,0.86,COMPLETED,8.716944444,129.345
5402110,7,12,47,27,4.5,22,0.81,COMPLETED,6.681944444,116.535
5402167,5,16,56,60,4.434782609,46,0.77,COMPLETED,13.14333333,217.041
5402387,4,9,47,4,,1,0.25,COMPLETED,0.113888889,2.653
5402459,5,9,24,42,4.727272727,24,0.57,COMPLETED,6.751388889,106.637
5402488,7,20,0,73,3.894736842,50,0.68,COMPLETED,14.73583333,219.184
5402506,5,10,46,88,4.043478261,46,0.52,COMPLETED,25.8825,229.134
5402543,7,17,25,40,3.6875,30,0.75,COMPLETED,7.646944444,120.93
5402976,4,4,56,18,3.428571429,13,0.72,COMPLETED,3.779444444,64.774
5403686,3,15,21,7,4,1,0.14,CANCELED,0.001388889,0.157
5403740,5,20,5,11,3.714285714,10,0.91,COMPLETED,0.5225,30.021
5403816,7,15,55,44,4.8,16,0.36,COMPLETED,4.543333333,75.491
5404114,2,17,19,1,,0,0,CANCELED,,
5404169,5,11,4,77,4.03125,61,0.79,COMPLETED,13.14694444,231.623
5404192,4,13,6,35,4.909090909,23,0.66,COMPLETED,7.659722222,120.832
5404193,3,13,30,20,4.5,15,0.75,COMPLETED,5.661111111,54.919
5404262,5,17,7,69,4.68,55,0.8,COMPLETED,12.56833333,242.561
5404270,3,9,39,4,,3,0.75,CANCELED,0.023611111,3.72
5404280,7,23,17,63,4.24,48,0.76,COMPLETED,12.22527778,208.202
5404301,7,19,47,28,4.428571429,21,0.75,COMPLETED,5.407222222,88.15
5404322,3,19,22,8,,3,0.38,COMPLETED,1.150277778,15.96
5404434,3,18,48,22,4.857142857,15,0.68,COMPLETED,4.057777778,71.866
5404803,6,12,20,78,4.142857143,54,0.69,COMPLETED,17.98,296.959
5404832,3,9,58,19,4.666666667,15,0.79,COMPLETED,4.925277778,71.448
5404860,5,19,53,15,4.4,11,0.73,COMPLETED,2.113055556,45.677
5404891,4,9,38,39,4.7,37,0.95,COMPLETED,9.170555556,180.159
5404904,7,9,23,26,4,6,0.23,COMPLETED,5.209444444,25.207
5404933,4,9,0,54,4.566666667,46,0.85,COMPLETED,12.92472222,233.139
5404941,5,18,50,25,4.214285714,23,0.92,COMPLETED,6.187222222,120.176
5404962,7,17,20,42,4.117647059,29,0.69,COMPLETED,6.366666667,124.424
5405042,4,15,18,3,4,2,0.67,COMPLETED,0.848055556,14.889
5405081,6,17,41,33,4.666666667,20,0.61,COMPLETED,6.194444444,102.602
5405146,5,8,24,22,4,15,0.68,COMPLETED,3.405833333,76.295
5405172,5,6,39,8,4,4,0.5,COMPLETED,0.698055556,19.335
5405478,5,12,57,20,4.5,14,0.7,COMPLETED,5.454722222,74.164
5405548,5,17,56,1,,0,0,CANCELED,,
5405551,4,16,40,32,4.583333333,27,0.84,COMPLETED,9.559444444,135.883
5405571,6,12,8,3,4,2,0.67,COMPLETED,0.000555556,3.066
5405671,7,16,54,10,5,3,0.3,COMPLETED,18.64277778,13.41
5405918,5,18,14,5,,0,0,CANCELED,,
5405937,3,17,30,5,,2,0.4,COMPLETED,0.548888889,5.412
5406151,5,16,35,38,4.75,32,0.84,COMPLETED,7.84,155.649
5406508,7,14,26,13,4.5,10,0.77,COMPLETED,2.218333333,46.205
5407531,7,16,58,6,4.666666667,4,0.67,COMPLETED,0.610555556,11.482
5409403,5,23,41,27,3.8,23,0.85,COMPLETED,5.376666667,111.612
5409918,4,19,58,43,4.166666667,36,0.84,COMPLETED,11.13583333,177.51
5410319,4,10,26,39,3.666666667,25,0.64,COMPLETED,6.711111111,107.648
5410416,5,10,22,5,4,2,0.4,COMPLETED,0.23,2.936
5410438,4,18,20,20,4,11,0.55,COMPLETED,2.623888889,42.334
5410525,7,16,19,9,4.666666667,6,0.67,COMPLETED,1.407222222,31.999
5410571,5,16,49,26,4,18,0.69,COMPLETED,3.907777778,57.041
5410635,3,23,59,29,4.5,13,0.45,COMPLETED,3.717777778,48.196
5410648,4,14,0,4,4.5,3,0.75,COMPLETED,0.742222222,6.055
5410655,5,13,48,102,3.96875,61,0.6,COMPLETED,14.20611111,286.95
5411200,4,13,55,14,3.8,9,0.64,COMPLETED,2.336666667,36.756
5411497,7,17,50,18,3.888888889,16,0.89,COMPLETED,3.54,71.53
5411514,5,13,18,6,5,5,0.83,COMPLETED,1.433055556,22.784
5411518,4,19,50,22,4,8,0.36,COMPLETED,2.181111111,42.489
5411534,5,8,25,10,4,9,0.9,COMPLETED,2.095555556,36.101
5411546,6,8,43,49,4.352941176,34,0.69,COMPLETED,11.91333333,165.387
5411571,4,20,27,94,4.348837209,74,0.79,COMPLETED,17.48444444,328.493
5412014,7,10,26,29,4.272727273,22,0.76,COMPLETED,3.952777778,80.396
5412026,6,17,43,58,4.714285714,31,0.53,COMPLETED,2.881666667,58.03
5412081,6,19,34,6,4.5,4,0.67,COMPLETED,1.246944444,19.085
5412094,3,17,24,16,4.714285714,8,0.5,COMPLETED,1.503888889,32.65
5412139,5,14,33,17,3.8,9,0.53,COMPLETED,2.345555556,27.827
5412213,6,17,44,40,4.142857143,28,0.7,COMPLETED,8.848611111,153.865
5412376,7,12,9,13,5,1,0.08,CANCELED,0.180833333,4.299
5412402,4,20,39,4,5,2,0.5,COMPLETED,0.454444444,11.996
5412532,5,12,59,30,4.333333333,18,0.6,COMPLETED,4.499722222,73.346
5412629,4,16,33,11,5,8,0.73,COMPLETED,2.323888889,36
5412639,7,19,38,7,,2,0.29,COMPLETED,0.513333333,11.038
5412687,6,18,29,15,4.75,10,0.67,COMPLETED,2.309444444,42.249
5412726,6,20,18,19,3.9,16,0.84,COMPLETED,2.898888889,67.403
5412769,5,17,34,32,4.444444444,23,0.72,COMPLETED,8.255277778,154.831
5412886,7,18,2,60,4.518518519,44,0.73,COMPLETED,13.64916667,226.205
5413087,3,19,43,16,4.4,11,0.69,COMPLETED,3.258055556,48.003
5413131,6,16,37,15,4.5,4,0.27,COMPLETED,0.789444444,27.296
5415030,6,17,41,60,4.153846154,34,0.57,COMPLETED,7.380833333,133.268
5415842,5,5,59,26,4.875,20,0.77,COMPLETED,6.435833333,129.274
5416768,6,17,49,16,5,9,0.56,COMPLETED,1.911944444,28.971
5417584,5,15,27,6,4.25,5,0.83,COMPLETED,0.5475,12.992
5417964,5,14,41,21,4,19,0.9,COMPLETED,5.797777778,84.162
5418049,5,20,31,30,4.875,13,0.43,COMPLETED,2.454166667,45.027
5418268,4,13,29,30,4.75,20,0.67,COMPLETED,4.816944444,99.971
5418551,7,14,13,32,4.642857143,25,0.78,COMPLETED,4.921111111,95.895
5418636,6,6,45,7,4.75,6,0.86,COMPLETED,1.523888889,27.699
5419022,7,16,36,53,4.5,42,0.79,COMPLETED,10.19555556,187.851
5419058,5,9,8,10,4.333333333,6,0.6,COMPLETED,1.559722222,25.927
5419079,5,20,17,25,2.625,20,0.8,COMPLETED,5.821666667,105.204
5419085,5,17,1,34,4.294117647,29,0.85,COMPLETED,8.416111111,141.281
5419099,5,11,26,3,,1,0.33,COMPLETED,0.343055556,3.795
5419151,5,14,44,4,5,2,0.5,CANCELED,0.324722222,6.61
5419274,7,19,7,9,4.8,6,0.67,COMPLETED,1.704722222,49.369
5419971,5,20,16,16,4.25,15,0.94,COMPLETED,3.405,65.44
5419982,6,11,56,15,3.666666667,7,0.47,COMPLETED,1.555555556,24.385
5420018,6,10,42,11,,6,0.55,COMPLETED,2.863888889,49.536
5420042,5,15,32,21,4.75,14,0.67,COMPLETED,3.733611111,66.813
5420044,5,13,17,24,4.714285714,16,0.67,COMPLETED,5.913333333,91.115
5420049,5,14,27,39,4.833333333,31,0.79,COMPLETED,8.194444444,175.137
5420063,5,11,23,6,,4,0.67,COMPLETED,1.373333333,9.359
5420076,4,17,44,1,,0,0,CANCELED,,
5420084,7,17,17,12,4.75,9,0.75,COMPLETED,2.178888889,41.844
5420087,4,17,50,16,4.428571429,12,0.75,COMPLETED,3.401388889,59.891
5420124,7,22,27,20,3,8,0.4,COMPLETED,2.011111111,30.118
5420424,5,10,46,21,4,15,0.71,COMPLETED,3.668055556,61.911
5420581,5,17,4,1,,0,0,CANCELED,,
5420621,5,17,47,23,4.125,11,0.48,COMPLETED,2.514722222,38.652
5424527,7,11,45,17,4,12,0.71,COMPLETED,3.091666667,64.521
5425048,5,16,34,8,5,5,0.63,COMPLETED,1.040277778,24.255
5425168,7,18,0,21,4.6,14,0.67,COMPLETED,4.619722222,76.844
5425348,5,16,9,8,4,4,0.5,COMPLETED,0.361944444,7.647
5425389,5,15,38,10,3.666666667,9,0.9,COMPLETED,1.876388889,31.846
5426050,7,11,54,1,,0,0,CANCELED,,
5426063,5,17,8,2,,1,0.5,COMPLETED,0.144166667,2.394
5426067,7,7,52,1,,0,0,CANCELED,,
5426112,7,19,33,21,4,15,0.71,COMPLETED,4.365555556,70.784
5426139,6,17,2,8,4,6,0.75,COMPLETED,0.761111111,11.2
5426147,6,17,3,8,3.333333333,7,0.88,COMPLETED,0.636111111,15.851
5426155,6,13,29,23,4.75,22,0.96,COMPLETED,7.653611111,113.107
5426172,7,15,12,22,4.333333333,11,0.5,COMPLETED,4.1425,73.062
5426251,7,10,1,7,4,5,0.71,COMPLETED,0.953888889,24.055
5426523,6,21,23,14,4.25,10,0.71,COMPLETED,2.2375,46.814
5426689,7,13,21,6,4,4,0.67,COMPLETED,0.575555556,10.964
5426733,7,16,45,6,5,5,0.83,COMPLETED,0.953333333,23.606
5426739,7,14,57,21,4.166666667,12,0.57,COMPLETED,3.581944444,59.364
5426762,6,11,46,14,4.666666667,12,0.86,COMPLETED,2.959722222,48.247
5426850,7,14,10,15,4.2,8,0.53,COMPLETED,1.421111111,27.015
5426857,7,17,41,22,4.666666667,17,0.77,COMPLETED,4.313055556,83.297
5427100,5,21,21,8,4.5,7,0.88,COMPLETED,1.023888889,22.594
5427134,7,9,6,6,4.333333333,4,0.67,COMPLETED,1.175,20.79
5427166,7,14,47,9,3.666666667,6,0.67,COMPLETED,4.105277778,35.242
5427223,7,9,2,20,3.625,9,0.45,COMPLETED,2.851111111,45.454
5428241,7,16,17,3,5,2,0.67,COMPLETED,0.183333333,4.556
5428301,6,11,9,1,,0,0,CANCELED,,
5433842,7,18,4,2,,1,0.5,COMPLETED,0.271944444,5.382
5434379,6,19,16,24,4.5,19,0.79,COMPLETED,1.766944444,47.837
5438905,7,19,57,9,4.5,6,0.67,COMPLETED,1.411388889,28.882
5439220,7,15,18,7,5,4,0.57,COMPLETED,0.799166667,10.624
5439508,7,17,19,7,4.6,6,0.86,COMPLETED,1.771111111,53.485
5441043,7,17,41,1,,0,0,CANCELED,,
5441084,7,18,16,9,4.75,8,0.89,COMPLETED,1.654722222,34.671
5441518,7,17,44,6,,4,0.67,COMPLETED,0.647222222,16.556
5441669,7,17,32,1,,0,0,CANCELED,,
2925573,2,21,24,4,4.666666667,4,1,COMPLETED,0.478611111,15.24
2927397,7,18,7,1,,1,1,COMPLETED,0.5775,4.571
2927864,5,13,3,5,3.75,5,1,COMPLETED,1.215277778,18.579
2950334,4,14,15,13,4.5,13,1,COMPLETED,2.323055556,38.67
2955278,7,17,39,1,4,1,1,COMPLETED,0.130555556,1.936
2991424,2,12,57,3,4.5,3,1,COMPLETED,1.242222222,19.841
3040004,4,20,42,1,,1,1,COMPLETED,0.427222222,0.107
3203592,2,9,30,3,4,3,1,COMPLETED,0.861388889,17.475
3218204,4,16,47,2,5,2,1,COMPLETED,0.568333333,10.587
3255380,1,11,40,2,5,2,1,COMPLETED,0.765555556,16.177
3361417,4,18,22,1,,1,1,COMPLETED,0.200277778,3.72
3439779,1,12,15,2,5,2,1,COMPLETED,0.748055556,13.051
3626282,7,17,39,6,4,6,1,COMPLETED,1.313611111,26.207
3812874,1,13,0,3,5,3,1,COMPLETED,0.638055556,11.805
3868681,1,18,24,1,5,1,1,COMPLETED,0.511666667,8.153
3883737,2,10,30,1,,1,1,COMPLETED,0.4625,6.941
3899789,2,17,47,3,4.666666667,3,1,COMPLETED,0.779722222,11.972
3910561,2,18,21,1,5,1,1,COMPLETED,0.358611111,4.632
3934861,2,21,44,1,4,1,1,COMPLETED,0.293611111,6.993
3938060,7,17,19,4,5,4,1,COMPLETED,1.304444444,30.363
3944494,6,9,14,1,4,1,1,COMPLETED,0.898055556,10.588
3945720,2,19,17,4,5,4,1,COMPLETED,1.552777778,28.113
3962188,4,19,24,3,4,3,1,COMPLETED,0.794166667,17.865
3973221,4,18,43,1,5,1,1,COMPLETED,0.3525,5.829
4008445,1,11,31,1,5,1,1,COMPLETED,0.270555556,5.05
4012943,4,17,15,1,5,1,1,COMPLETED,0.202222222,3.54
4018319,4,13,42,2,,2,1,COMPLETED,0.738055556,13.57
4020164,2,10,35,3,3.5,3,1,COMPLETED,0.750555556,8.821
4027388,2,18,51,1,5,1,1,COMPLETED,0.549166667,12.47
4033894,2,20,7,3,5,3,1,COMPLETED,0.531111111,12.243
4040978,3,12,27,1,,1,1,COMPLETED,0.000555556,0.41
4042972,1,10,25,2,4.5,2,1,COMPLETED,0.446944444,9.147
4050117,7,13,28,2,4,2,1,COMPLETED,0.3425,7.752
4089258,3,17,44,2,4.5,2,1,COMPLETED,0.473055556,6.524
4102596,2,17,57,1,5,1,1,COMPLETED,0.1075,2.446
4102924,6,11,23,1,5,1,1,COMPLETED,0.399444444,6.88
4113024,1,11,45,5,4.666666667,5,1,COMPLETED,1.324444444,21.994
4113664,1,19,11,3,4,3,1,COMPLETED,0.722222222,11.912
4147509,3,18,21,11,4.5,11,1,COMPLETED,3.692777778,51.776
4148609,6,16,16,1,5,1,1,COMPLETED,0.400277778,5.48
4153896,7,10,51,1,4,1,1,COMPLETED,0.286666667,7.75
4183165,7,14,49,5,4.333333333,5,1,COMPLETED,0.885833333,17.262
4187267,4,16,19,1,,1,1,COMPLETED,0.308611111,4.705
4194105,7,20,24,3,,3,1,COMPLETED,0.7075,13.907
4205399,1,7,55,1,,1,1,COMPLETED,0.000555556,0.197
4210795,5,13,36,2,5,2,1,COMPLETED,1.045277778,14.018
4212020,4,13,54,3,4.5,3,1,COMPLETED,0.759722222,13.637
4228535,4,11,0,1,,1,1,COMPLETED,0.4275,5.788
4244812,2,7,18,1,5,1,1,COMPLETED,0.261111111,5.667
4251660,4,14,21,1,3,1,1,COMPLETED,22.57916667,12.553
4252642,1,7,46,4,3.5,4,1,COMPLETED,0.905833333,21.683
4255170,3,7,48,1,5,1,1,COMPLETED,0.002777778,0.001
4286008,5,19,52,1,3,1,1,COMPLETED,0.333611111,6.282
4315314,7,16,24,7,4,7,1,COMPLETED,1.690277778,34.684
4330693,1,15,35,2,5,2,1,COMPLETED,0.563888889,12.293
4331031,7,10,24,5,5,5,1,COMPLETED,1.100555556,20.177
4354743,3,14,51,3,3,3,1,COMPLETED,0.502777778,6.862
4361429,2,10,43,1,,1,1,COMPLETED,0.000833333,5.063
4367296,5,18,0,1,,1,1,COMPLETED,0.236944444,5.958
4383608,1,11,0,2,4.5,2,1,COMPLETED,1.21,19.449
4413887,5,14,12,23,4.166666667,23,1,COMPLETED,8.946388889,118.116
4417366,6,21,5,5,4.5,5,1,COMPLETED,1.011111111,23.255
4417511,5,10,49,11,4,11,1,COMPLETED,3.846666667,73.776
4421190,1,10,16,5,4.75,5,1,COMPLETED,1.135555556,22.834
4423909,1,10,32,1,,1,1,COMPLETED,0.131111111,2.906
4425346,1,13,22,20,4.4,20,1,COMPLETED,4.775277778,86.872
4449056,4,17,35,6,5,6,1,COMPLETED,1.295,22.535
4487711,7,15,5,9,4,9,1,COMPLETED,2.2475,35.775
4495750,2,10,37,1,5,1,1,COMPLETED,0.500555556,9.24
4534594,1,7,11,1,,1,1,COMPLETED,0.263055556,6.295
4536703,1,10,24,8,4,8,1,COMPLETED,2.349444444,47.268
4540397,3,20,12,1,,1,1,COMPLETED,0.517777778,9.38
4541888,5,8,45,2,5,2,1,COMPLETED,0.4975,10.673
4551598,2,18,2,1,,1,1,COMPLETED,0.245833333,4.361
4566126,4,17,7,1,5,1,1,COMPLETED,0.581666667,11.496
4572342,7,11,48,7,3,7,1,COMPLETED,1.731388889,32.188
4578396,1,17,54,1,,1,1,COMPLETED,0.456944444,5.52
4579381,4,14,31,1,4,1,1,COMPLETED,0.4225,6.918
4583184,2,12,29,1,4,1,1,COMPLETED,0.419444444,6.379
4599422,2,21,8,2,5,2,1,COMPLETED,0.698055556,14.346
4604762,5,9,32,1,,1,1,COMPLETED,0.4675,8.218
4604790,5,12,39,5,5,5,1,COMPLETED,1.0525,23.411
4608249,3,20,26,2,5,2,1,COMPLETED,1.091944444,23.02
4618187,2,14,50,1,5,1,1,COMPLETED,0.106944444,2.003
4620268,2,21,3,1,,1,1,COMPLETED,0.052222222,0.578
4627021,5,13,31,1,1,1,1,COMPLETED,1.057777778,8.996
