,ride_id,driver_id,total_assigned
2928,78LPCC,5332856,18
2929,78NMS1,5332908,669
2930,78PJ58,5332914,63
2931,78T496,5332937,46
2932,799BL9,5332959,7
2933,78CJ0L,5333000,3
2934,78EQN6,5333002,276
2935,78HEPS,5333045,4
2936,798JL8,5333144,115
2937,78BHEA,5333150,233
2938,78CCP2,5333274,114
2939,790H6C,5333378,31
2940,78QO9I,5333448,50
2941,78BKI8,5333568,7
2942,794M2A,5333570,7
2943,78KH0I,5333721,155
2944,7980D2,5333905,175
2945,797LO4,5333912,9
2946,78CMQJ,5333945,250
2947,796SAQ,5334077,208
2948,78CH9B,5334090,41
2949,78C6J0,5334091,28
2950,78RJ00,5334092,91
2951,792HED,5334103,21
2952,78TSRC,5334162,206
2953,78BBCI,5334236,6
2954,78T4HR,5334702,2
2955,795M7O,5334873,6
2956,799K72,5338203,84
2957,7963L8,5338870,90
2958,78R7H4,5338953,2
2959,78BLHH,5339129,231
2960,78DNB6,5339190,34
2961,799OI7,5339195,20
2962,78E2N1,5339209,6
2963,78NDJ8,5339226,4
2964,78DL7P,5339230,95
2965,78JTCI,5339448,50
2966,78FP25,5339790,7
2967,79491J,5339851,15
2968,78IISJ,5339878,7
2969,78D63S,5340221,8
2970,78C70H,5340237,219
2971,78FAG6,5340249,39
2972,78QJS6,5340445,8
2973,78ES8N,5340520,91
2974,78SLJA,5340814,49
2975,78JSEA,5341174,20
2976,78GRJS,5341175,232
2977,78CP03,5341186,45
2978,78EM9B,5341210,15
2979,78OGRT,5343369,113
2980,78BI4I,5345600,98
2981,78N1F8,5346014,185
2982,78ASPR,5346029,3
2983,78NAMN,5346148,340
2984,78LT9B,5346201,17
2985,78QFSE,5346278,72
2986,78BHQA,5346345,1
2987,78ER13,5346353,159
2988,78LD7C,5346359,16
2989,799HTH,5346362,179
2990,78L81T,5346380,55
2991,78H2HB,5346381,35
2992,78D251,5346792,75
2993,78CARM,5346806,2
2994,78HIM9,5346813,1
2995,78T4SQ,5346839,169
2996,798OML,5346880,23
2997,78DNHB,5346917,60
2998,78E9HA,5347050,57
2999,794BGQ,5347073,162
3000,78JLLK,5347209,49
3001,7986GJ,5347366,202
3002,78EGEJ,5347429,30
3003,78BCPP,5347462,68
3004,78K4RC,5347552,48
3005,78ORFC,5347575,2
3006,78LRMB,5347595,102
3007,78BP6M,5347610,29
3008,78MQFS,5347647,98
3009,799T90,5347771,31
3010,78S7PK,5347884,93
3011,78K4HD,5348096,62
3012,78EIH5,5348109,36
3013,78AIKS,5348158,137
3014,799QLJ,5348233,163
3015,78Q856,5348292,155
3016,78INTP,5348402,54
3017,78T7BT,5348427,267
3018,78LL02,5348572,155
3019,798CIL,5348574,45
3020,78QN1S,5348618,116
3021,78KPGN,5348657,75
3022,78C002,5348716,153
3023,796EFG,5348756,288
3024,78B3SO,5348826,197
3025,78C0M4,5348863,1
3026,78BBIP,5348947,12
3027,78R6SM,5348951,12
3028,7937H2,5350817,142
3029,78J91H,5352096,132
3030,795446,5352672,6
3031,79A4M6,5352796,53
3032,7959EQ,5352797,31
3033,78C3O1,5352833,37
3034,791D2G,5352897,149
3035,78DQM0,5352906,525
3036,78PNAL,5352910,8
3037,7934S9,5352912,29
3038,78I32I,5353383,2
3039,7953QD,5353434,2
3040,78JI0B,5353449,55
3041,78ASE1,5353917,118
3042,78IKTT,5353940,3
3043,799PTL,5354034,107
3044,78E30J,5354106,53
3045,78COS2,5354133,127
3046,78A598,5354168,90
3047,78LBQN,5354277,58
3048,78BGOQ,5354383,17
3049,78RD6L,5354510,26
3050,7982LD,5354521,103
3051,78CM5D,5354553,116
3052,7963CG,5354559,71
3053,78K1L4,5354572,311
3054,78TQLB,5354588,64
3055,78BICG,5354597,95
3056,78O6MN,5354603,86
3057,790ASA,5354617,90
3058,799FMB,5354626,14
3059,78FJIH,5354632,150
3060,78G935,5354650,163
3061,793HJ6,5354651,5
3062,794423,5354672,109
3063,78TQ0J,5354749,3
3064,78ELI8,5354936,56
3065,78QEBN,5355063,25
3066,78KRAM,5355071,12
3067,78EKLT,5355121,81
3068,78B7IN,5355288,31
3069,78OA80,5355294,295
3070,7909J3,5355391,22
3071,794DA7,5355430,168
3072,78TTFF,5355449,70
3073,78PO1T,5355491,154
3074,799P54,5355529,59
3075,78STM1,5355559,41
3076,78FF3D,5355571,12
3077,78BP75,5355952,3
3078,78BLC5,5356133,10
3079,78FP4B,5356159,141
3080,78CAKD,5356164,71
3081,791Q4D,5356175,53
3082,78B5FR,5357051,76
3083,791D4D,5357548,31
3084,78FGQF,5357726,214
3085,78C3SH,5357817,63
3086,78BAB2,5358404,17
3087,78ES8N,5358553,190
3088,7974O6,5358698,1
3089,7920PE,5358979,19
3090,78MHI2,5359667,75
3091,78CM1F,5359727,23
3092,791ELC,5359844,98
3093,798AEC,5359891,81
3094,78OINF,5359946,130
3095,794EFB,5359947,115
3096,78COK3,5359958,72
3097,78TRLT,5360251,107
3098,78B017,5360289,277
3099,78B3SO,5360321,149
3100,78JEJD,5360329,6
3101,78CA2T,5360366,1
3102,798C9T,5360441,49
3103,78SSA0,5360532,9
3104,78DFBS,5360541,3
3105,78CP26,5360551,40
3106,78FBD7,5360554,5
3107,78R7BH,5360574,39
3108,78ARP0,5360601,284
3109,78G5P6,5360654,3
3110,78G689,5360766,50
3111,78PCJ3,5360931,1
3112,78N8JT,5361016,1
3113,78CGJ6,5361023,233
3114,78CL0P,5361031,101
3115,78C5IH,5361053,68
3116,78GF83,5361067,30
3117,78P6PO,5361080,2
3118,78C7NN,5361234,44
3119,78SH4R,5361421,34
3120,78S77G,5361443,71
3121,78CH4L,5361468,33
3122,78LEDS,5361472,17
3123,78FBD4,5361511,284
3124,78PCRI,5361513,32
3125,78FKJQ,5361523,116
3126,78GAK8,5361534,108
3127,78OC17,5361666,51
3128,78OEH6,5361705,5
3129,798DB9,5361769,26
3130,79724P,5361820,6
3131,78GSSM,5361835,15
3132,78C3SH,5361875,175
3133,793K9K,5361881,85
3134,79239N,5362254,116
3135,78TMTE,5362291,12
3136,78MQML,5362305,13
3137,78OCRG,5362310,12
3138,78POJP,5362324,59
3139,7909B2,5362325,25
3140,78CLJ1,5362328,2
3141,78DDRQ,5362332,493
3142,79AGMG,5362334,85
3143,78CFFS,5362388,146
3144,79AMB1,5362731,26
3145,797F8K,5363152,163
3146,78RHT3,5363414,11
3147,78GK3K,5363499,47
3148,78S4IL,5363655,101
3149,78D1I2,5364132,96
3150,78CMQJ,5364223,142
3151,7952QO,5364753,1
3152,78ITD7,5365337,28
3153,78PIMA,5365566,3
3154,78RHAK,5365784,131
3155,78FL72,5366284,70
3156,78J028,5366434,72
3157,78BISS,5366544,10
3158,796HG0,5366589,24
3159,79B9OQ,5366602,321
3160,78AA9S,5366616,217
3161,78G268,5366752,15
3162,7904AL,5367202,17
3163,78B2AG,5367355,10
3164,78OGRT,5367397,201
3165,799CHQ,5367468,78
3166,78FABD,5367779,43
3167,7997J1,5367780,20
3168,78J26R,5367819,1
3169,78BO67,5367848,17
3170,78A9K6,5367878,307
3171,78DBPI,5367916,34
3172,78QSOL,5367923,129
3173,78GA8H,5368029,85
3174,78O66F,5368087,102
3175,78GAK8,5368278,190
3176,78DCL9,5368290,92
3177,791IAJ,5368319,17
3178,78BL1O,5368344,275
3179,790B4F,5368352,44
3180,78LBGI,5368360,1
3181,790HEF,5368427,44
3182,799CHG,5368679,59
3183,78MEH8,5368718,16
3184,78ODJS,5368752,2
3185,791L0D,5368808,47
3186,78IRRT,5368958,16
3187,78J55L,5369065,8
3188,78B39H,5369075,19
3189,78T4GP,5369081,216
3190,78OO65,5369098,305
3191,78QGKC,5369108,14
3192,78MDKK,5369334,16
3193,78J9SO,5369490,2
3194,78CQL9,5369702,26
3195,79AIN3,5370107,48
3196,78BG5C,5371150,7
3197,796B5S,5371186,4
3198,78FGQF,5372865,382
3199,7997GC,5373102,89
3200,790OH9,5373224,141
3201,78AAMT,5373294,4
3202,791P7Q,5373325,212
3203,78LNM3,5373364,3
3204,78RGQ3,5373431,103
3205,78Q8GG,5373515,95
3206,78BDDM,5373517,33
3207,78MQQ9,5373542,21
3208,78F08O,5373555,25
3209,78ECHS,5373585,136
3210,797EF1,5373614,136
3211,78I0D5,5373787,34
3212,78DFCP,5374025,88
3213,78C9IE,5374047,11
3214,78TCEP,5374060,25
3215,78CSMQ,5374110,318
3216,799S7J,5374112,1
3217,78D4K2,5374141,191
3218,78FNTK,5374170,129
3219,78F757,5374235,122
3220,78LO8A,5374353,37
3221,78D4M6,5374380,33
3222,78BG4I,5374398,32
3223,79003I,5374413,65
3224,78A76B,5374557,121
3225,78IJOQ,5374730,1
3226,78DLIB,5374734,130
3227,7903S4,5374736,64
3228,78GA9T,5374817,76
3229,78PCSA,5374849,73
3230,790L0O,5375135,44
3231,78QNON,5375330,23
3232,7915OT,5375397,151
3233,78IN95,5375761,13
3234,78OJ65,5375830,31
3235,78GB8Q,5376011,10
3236,78MOIJ,5378355,71
3237,7978KI,5378395,71
3238,78FO1B,5380528,3
3239,78B0NA,5380575,3
3240,78S9RL,5380760,35
3241,78QR6C,5381113,114
3242,78CD2T,5381165,97
3243,78OKL4,5381254,78
3244,78F0SH,5381282,83
3245,78DM5F,5381338,6
3246,78QFJ6,5381347,13
3247,78MARA,5381663,1
3248,78R7DD,5381739,167
3249,78CR5N,5381846,85
3250,79088B,5381928,57
3251,78NEHI,5381935,193
3252,7905CB,5382023,29
3253,78MDKK,5382185,117
3254,78RKDN,5382753,79
3255,78OLM0,5382990,100
3256,78ME2L,5383040,54
3257,78TJRO,5383214,40
3258,78DAS7,5383323,81
3259,78DA46,5383385,6
3260,7915DT,5383391,52
3261,78TRTT,5383415,28
3262,78GK81,5383418,60
3263,78QO9I,5383432,61
3264,78S8S1,5383435,178
3265,78D1I2,5383463,287
3266,7970LR,5384160,34
3267,78JGTB,5385040,132
3268,796B4R,5385546,101
3269,79A921,5386794,1
3270,78BTIL,5386980,57
3271,78OKKD,5387445,55
3272,78MDM8,5387467,69
3273,78PFQP,5387537,3
3274,790L0O,5387569,34
3275,78ATAM,5387680,12
3276,78T495,5387842,187
3277,78PQG9,5387848,11
3278,78T46T,5387862,131
3279,78TRG6,5387865,104
3280,78OGRT,5388173,10
3281,797LDP,5388303,180
3282,78A6K9,5388518,7
3283,78R54B,5388627,2
3284,78BBEB,5388708,212
3285,78O8KB,5388711,162
3286,798KQC,5388717,27
3287,78JEC6,5388919,138
3288,78II0A,5389047,132
3289,793NC1,5389204,125
3290,78QO07,5389309,67
3291,7990PJ,5389387,47
3292,792M22,5389673,81
3293,78R2AR,5389748,142
3294,78BHNE,5390040,145
3295,78SNEB,5390424,1
3296,78NE2R,5390548,109
3297,78LBBK,5391862,67
3298,7902HI,5394137,31
3299,79BATE,5394298,17
3300,78KK2G,5394614,13
3301,78MRT5,5394706,94
3302,78QRLI,5394838,271
3303,796EPD,5394986,51
3304,78G1S1,5395014,117
3305,790D1D,5395083,159
3306,78BQ1K,5395184,2
3307,78HJL0,5395190,164
3308,7959N4,5395210,68
3309,78NIT3,5395221,169
3310,78KLLS,5395225,130
3311,78OKN7,5395238,73
3312,78TCJF,5395257,102
3313,78E6SO,5395367,32
3314,78FQ3T,5395399,489
3315,78SLJA,5395400,19
3316,78O66F,5395735,179
3317,78R33J,5395744,118
3318,78LD5E,5395778,35
3319,78FNCM,5395841,8
3320,78M4P3,5395899,91
3321,78TK6A,5396058,102
3322,790EQP,5396076,28
3323,798KFQ,5396245,9
3324,78NIT3,5396280,31
3325,78FAM1,5396299,98
3326,78J91H,5396318,101
3327,78NE2R,5396363,85
3328,78TGFT,5396394,147
3329,78RJEK,5396407,84
3330,78ESF9,5396443,78
3331,78TH75,5396493,28
3332,78S9RL,5396502,196
3333,78L4HS,5396523,34
3334,78DBPI,5396809,103
3335,78IP47,5396817,121
3336,78II0A,5396999,223
3337,78R655,5397002,268
3338,78PERK,5397054,91
3339,78IOQI,5397186,182
3340,78FGQF,5397221,76
3341,78DR7D,5397309,57
3342,7978LS,5397342,47
3343,799K9A,5397354,7
3344,78R02Q,5397362,140
3345,78K4LM,5398076,170
3346,796PCC,5399293,69
3347,78MTEK,5399982,38
3348,793S8B,5400286,135
3349,78GA9T,5401593,64
3350,78KN6L,5402110,51
3351,78PERK,5402167,147
3352,78LE47,5402387,10
3353,791A2A,5402459,87
3354,78QFPL,5402488,150
3355,78LD31,5402506,118
3356,791O22,5402543,60
3357,78L2G0,5402778,2
3358,78R54J,5402849,1
3359,791LD0,5402976,41
3360,78NCO6,5403269,14
3361,78OSOQ,5403686,130
3362,79AMAT,5403740,24
3363,78P28S,5403816,130
3364,78GA8S,5404114,2
3365,7943F7,5404169,223
3366,790E9S,5404174,1
3367,78J64H,5404192,227
3368,78HK7P,5404193,40
3369,78R21P,5404262,174
3370,78MSPT,5404270,100
3371,78O8KB,5404280,168
3372,78J48D,5404301,91
3373,794RES,5404322,28
3374,796TD0,5404434,138
3375,798SH5,5404464,1
3376,78NCQT,5404540,4
3377,78MCAF,5404803,109
3378,78QBDC,5404832,274
3379,793RSD,5404860,47
3380,796I1T,5404864,8
3381,791LP6,5404891,56
3382,790J82,5404904,182
3383,78L6D4,5404933,112
3384,78T8TO,5404941,27
3385,79ADDM,5404962,77
3386,78QID5,5405042,5
3387,78MJNE,5405081,59
3388,78QSP8,5405146,59
3389,78MJ0H,5405172,37
3390,78LRJI,5405478,58
3391,791JFC,5405548,6
3392,78SKO7,5405551,43
3393,78MIF0,5405565,13
3394,78KECI,5405567,2
3395,78Q4N4,5405571,30
3396,78MPC5,5405671,19
3397,790JC4,5405918,17
3398,78MO19,5405937,71
3399,797H4S,5406151,60
3400,798NTO,5406508,32
3401,790LMQ,5407531,42
3402,799DNB,5408557,7
3403,794KCQ,5409403,89
3404,78OGG0,5409918,99
3405,78QGSR,5410319,110
3406,7900AB,5410416,33
3407,7900AB,5410438,114
3408,799K72,5410525,22
3409,7922OB,5410571,108
3410,7992P7,5410635,164
3411,78SPAN,5410647,1
3412,78TIEJ,5410648,13
3413,78NRBI,5410655,187
3414,78TI07,5411105,3
3415,78QDD1,5411200,16
3416,795A9O,5411270,3
3417,78MLT4,5411497,25
3418,793PA8,5411509,20
3419,791LD0,5411514,17
3420,78OB0T,5411518,59
3421,78OPJ5,5411524,7
3422,78TLGQ,5411530,6
3423,792F4S,5411534,20
3424,78MNFQ,5411546,94
3425,78ON83,5411571,120
3426,78MHQD,5411601,5
3427,78TH5D,5411627,20
3428,78N53J,5411987,1
3429,78MHCE,5412014,59
3430,78TR04,5412026,284
3431,796HQH,5412081,42
3432,7991BG,5412094,31
3433,78QIB3,5412139,64
3434,7975P6,5412213,127
3435,793NHK,5412376,214
3436,78O8KB,5412402,164
3437,795BII,5412532,53
3438,791HC3,5412629,26
3439,79AI61,5412639,21
3440,798F5L,5412687,31
3441,795AG8,5412698,1
3442,7978PC,5412726,80
3443,79125B,5412769,94
3444,78TTIE,5412886,165
3445,78RJEK,5413087,199
3446,796RQC,5413131,66
3447,79175L,5413140,12
3448,799GL2,5414981,2
3449,790CEF,5415030,279
3450,78T3TK,5415842,111
3451,7980QR,5416768,117
3452,793NHK,5417523,7
3453,79AFFR,5417584,41
3454,790JA7,5417964,25
3455,7958O0,5418049,56
3456,7996AB,5418268,184
3457,79269C,5418543,3
3458,78T3CA,5418551,56
3459,794KE5,5418636,37
3460,7977BK,5419022,84
3461,78TRG6,5419058,72
3462,78R20M,5419079,58
3463,79097B,5419085,83
3464,79070J,5419099,5
3465,791TNS,5419151,22
3466,798C8D,5419274,13
3467,799BGK,5419971,25
3468,7999D2,5419982,34
3469,790KG1,5420018,30
3470,79AQND,5420042,27
3471,7912KH,5420044,35
3472,7901N9,5420049,65
3473,7936A6,5420058,1
3474,78R6PI,5420063,16
3475,78R9EP,5420076,2
3476,78TKCD,5420084,31
3477,798CH9,5420087,22
3478,79AGGS,5420124,41
3479,796AMK,5420258,4
3480,79832C,5420424,29
3481,791PG9,5420581,1
3482,794RFP,5420621,101
3483,798T2C,5424527,22
3484,7984FQ,5424925,9
3485,795FTF,5425048,46
3486,791K80,5425168,38
3487,7918N7,5425348,45
3488,794315,5425369,8
3489,791F06,5425389,13
3490,798H2Q,5426050,1
3491,791CF1,5426063,4
3492,799D6K,5426067,8
3493,795DI1,5426112,33
3494,791L0E,5426139,23
3495,791IJ1,5426147,20
3496,7953II,5426155,80
3497,7953IH,5426172,83
3498,7.94E+41,5426251,24
3499,79691E,5426523,114
3500,798RJJ,5426689,17
3501,799GNC,5426733,20
3502,795006,5426739,114
3503,795D35,5426762,22
3504,798AKR,5426850,123
3505,79AIN3,5426857,53
3506,7944GD,5427100,8
3507,7988H9,5427134,8
3508,799PKF,5427141,12
3509,7999S2,5427166,39
3510,791O33,5427223,21
3511,79514R,5427251,2
3512,79964J,5428241,20
3513,79552C,5428301,7
3514,79A696,5433339,25
3515,795S0K,5433513,2
3516,796E2I,5433621,10
3517,799NMR,5433842,6
3518,79B5NI,5434014,4
3519,796DM7,5434319,2
3520,796QHO,5434379,39
3521,798R8H,5438810,16
3522,79A0A6,5438905,9
3523,798LO4,5439209,27
3524,799F2F,5439220,15
3525,7994P9,5439478,1
3526,79ABGQ,5439508,32
3527,79A3L5,5440226,12
3528,79B1E9,5440699,5
3529,799BLJ,5441004,3
3530,799BLJ,5441041,1
3531,799IRE,5441043,3
3532,799C8C,5441084,17
3533,799PFD,5441296,4
3534,799NM5,5441518,10
3535,799LD1,5441667,4
3536,799LD1,5441669,4
3537,799ISO,5441700,3
