,Unnamed: 0,driver_id,day_of_week,total_days,Hour,Minute,passenger_id,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km,avg_fare,abandoned_trips,% completed_rides,canceled_rides,driver_id,total_monthly_trips
1243,2576,4977270,2,1,15,31,4978449,2,9,5.0,1,0.111111111,1,0.386111111,7.381,141.0,7,50.0,1,4977270,9
1244,958,4978171,3,5,18,32,5281264,35,103,4.333333333,29,0.281553398,1,5.670277777999999,104.587,87.34482759,68,82.85714285714286,6,4978171,96
1245,2197,4978319,1,2,10,36,5358213,6,78,5.0,2,0.025641026,1,0.775277778,9.972,108.5,72,33.33333333333333,4,4978319,10
1246,957,4978406,5,5,16,49,5427430,48,53,4.523809524,42,0.79245283,1,13.08111111,220.864,109.1428571,5,87.5,6,4978406,137
1247,2575,4979685,5,1,16,29,5151595,6,15,4.4,5,0.333333333,1,0.594166667,12.078,66.4,9,83.33333333333334,1,4979685,29
1248,184,4980010,1,7,17,4,4620917,62,101,4.3125,32,0.31683168300000003,1,4.013611111,89.762,77.8125,39,51.612903225806456,30,4980010,95
1249,1791,4980025,2,3,6,37,4888283,14,97,4.0,6,0.06185567,1,0.653611111,21.123,90.33333333,83,42.857142857142854,8,4980025,29
1250,1394,4980336,5,4,21,24,5383749,57,87,3.888888889,39,0.448275862,1,1.105,44.776,58.15384615,30,68.42105263157895,18,4980336,74
1251,956,4980353,2,5,13,15,3706292,19,146,4.5,8,0.054794521,1,0.907222222,17.97,70.5,127,42.105263157894726,11,4980353,41
1252,183,4980869,1,7,19,19,4468949,79,247,4.533333333,56,0.226720648,1,18.10222222,321.418,120.1071429,168,70.88607594936707,23,4980869,310
1253,1393,4981877,7,4,10,41,4987827,19,52,4.333333333,15,0.288461538,1,1.265555556,53.88800000000001,87.53333333,33,78.94736842105263,4,4981877,67
1254,517,4983472,5,6,21,16,4884681,19,81,4.0,6,0.074074074,1,1.310277778,26.632,102.3333333,62,31.578947368421048,13,4983472,35
1255,2196,4983768,2,2,8,56,5368677,7,31,4.307563701,4,0.129032258,1,0.793055556,20.32,104.25,24,57.14285714285714,3,4983768,14
1256,2574,4983816,5,1,15,7,5312523,2,21,4.0,1,0.047619048,1,0.211666667,5.332000000000002,110.0,19,50.0,1,4983816,19
1257,1790,4984302,2,3,11,43,4321045,16,18,4.333333333,12,0.666666667,1,4.3875,61.657,111.9166667,2,75.0,4,4984302,164
1258,516,4984387,3,6,14,12,4332191,76,171,4.365853659,65,0.380116959,1,19.75611111,356.142,113.0461538,95,85.52631578947368,11,4984387,304
1259,182,4984455,2,7,22,38,4851225,90,147,4.36,62,0.421768707,1,16.72194444,327.88,112.983871,57,68.8888888888889,28,4984455,318
1260,2573,4984820,5,1,8,53,4813454,3,27,4.307563701,1,0.037037037,0,0.7013888890000001,0.131,45.0,24,33.33333333333333,2,4984820,18
1261,2572,4984824,2,1,14,4,5157387,3,3,4.0,3,1.0,1,1.070833333,21.225,136.33333330000002,0,100.0,0,4984824,30
1262,515,4984851,1,6,20,24,3228006,45,69,3.75,35,0.5072463770000001,1,7.121111111,146.993,98.0,24,77.7777777777778,10,4984851,193
1263,1392,4985131,5,4,9,32,3922286,20,132,4.8,12,0.090909091,1,3.606666667,54.404,100.75,112,60.0,8,4985131,66
1264,514,4985523,4,6,23,3,4328902,69,114,4.2,55,0.48245614,1,17.26388889,302.895,117.5818182,45,79.71014492753623,14,4985523,318
1265,2571,4985831,4,1,20,4,4381516,4,31,5.0,4,0.129032258,1,0.7375,13.567,94.0,27,100.0,0,4985831,10
1266,2195,4985947,4,2,19,9,3788891,11,94,4.5,7,0.074468085,1,3.811666667,53.85,148.5714286,83,63.63636363636363,4,4985947,8
1267,955,4986081,3,5,17,45,5170737,9,188,4.307563701,2,0.010638298,1,0.882222222,13.86,141.0,179,22.222222222222218,7,4986081,15
1268,513,4986145,7,6,13,42,4589681,24,44,4.3,22,0.5,1,5.348888889,99.752,101.5909091,20,91.66666666666666,2,4986145,124
1269,1789,4986153,4,3,18,22,4610076,5,16,4.0,3,0.1875,1,0.895277778,16.955,129.6666667,11,60.0,2,4986153,14
1270,1391,4986157,2,4,16,42,5394139,12,42,5.0,8,0.19047619,1,1.723333333,28.085,88.125,30,66.66666666666666,4,4986157,96
1271,1788,4986192,5,3,8,30,4132313,13,21,4.428571429,12,0.571428571,1,2.8658333330000003,53.578,97.66666667,8,92.30769230769229,1,4986192,67
1272,2570,4986858,2,1,18,54,3998782,1,8,4.0,1,0.125,1,0.359444444,5.85,118.0,7,100.0,0,4986858,10
1273,2569,4989474,2,1,19,19,3900307,1,2,4.307563701,1,0.5,1,0.131944444,2.253,64.0,1,100.0,0,4989474,4
1274,2194,4992675,1,2,13,56,5039655,3,29,4.0,1,0.034482759,0,0.000277778,0.14,45.0,26,33.33333333333333,2,4992675,11
1275,512,4995469,5,6,9,13,4043522,24,51,3.5555555560000003,20,0.392156863,1,3.513888889,72.78,90.15,27,83.33333333333334,4,4995469,49
1276,954,4995477,5,5,15,3,5414291,16,97,4.8,8,0.082474227,1,3.917777778,62.747,148.875,81,50.0,8,4995477,20
1277,1787,4996619,5,3,13,20,4529244,26,71,4.75,15,0.211267606,1,4.6525,67.54,100.9333333,45,57.69230769230769,11,4996619,67
1278,2193,4998307,1,2,9,52,4894063,14,69,5.0,5,0.072463768,1,0.791666667,11.95,66.6,55,35.714285714285715,9,4998307,30
1279,1390,4999479,1,4,20,23,5143541,39,96,4.470588235,32,0.333333333,1,8.628055556,137.093,95.875,57,82.05128205128204,7,4999479,84
1280,2568,4999922,1,1,6,20,4307623,1,1,4.307563701,1,1.0,1,0.38,6.033,114.0,0,100.0,0,4999922,12
1281,1389,5003073,5,4,16,7,3643918,46,76,4.416666667,30,0.394736842,1,9.7,131.5,100.4,30,65.21739130434783,16,5003073,165
1282,511,5003092,4,6,19,6,4168039,68,126,4.315789474,39,0.30952381,1,11.68583333,170.894,100.7692308,58,57.352941176470594,29,5003092,108
1283,2567,5003305,4,1,16,50,3022907,3,4,4.307563701,2,0.5,1,0.969444444,10.202,111.0,1,66.66666666666666,1,5003305,2
1284,2566,5003472,1,1,9,48,4962323,12,14,4.0,8,0.571428571,1,1.855277778,38.239,101.75,2,66.66666666666666,4,5003472,25
1285,2565,5003499,2,1,16,13,3485092,10,14,4.166666667,6,0.428571429,0,1.239444444,18.042,78.66666667,4,60.0,4,5003499,50
1286,1388,5003527,4,4,17,30,3846129,53,104,4.461538462,29,0.278846154,1,7.280277777999999,131.497,104.7931034,51,54.716981132075475,24,5003527,74
1287,2192,5003569,2,2,11,35,4319196,9,53,4.0,3,0.056603774,1,0.698611111,15.139,110.6666667,44,33.33333333333333,6,5003569,79
1288,953,5003854,7,5,12,3,4588257,51,175,4.1052631580000005,46,0.262857143,1,13.1,208.457,102.0,124,90.19607843137257,5,5003854,241
1289,1786,5003911,3,3,19,6,4726522,7,9,5.0,6,0.666666667,1,1.4830555559999998,18.894,77.16666667,2,85.71428571428571,1,5003911,41
1290,2191,5003919,2,2,14,3,5159263,15,30,4.666666667,8,0.266666667,1,2.331111111,39.133,105.0,15,53.33333333333334,7,5003919,111
1291,1785,5003937,7,3,15,38,4849913,20,34,4.666666667,8,0.235294118,1,2.099166667,39.065,107.5,14,40.0,12,5003937,140
1292,1784,5004196,2,3,16,56,3417802,6,13,3.75,4,0.307692308,1,1.450277778,19.766,104.75,7,66.66666666666666,2,5004196,33
1293,181,5004204,2,7,20,58,4898813,51,64,4.6,26,0.40625,1,5.934444444,128.92,127.0384615,13,50.98039215686275,25,5004204,152
1294,2564,5004214,7,1,12,35,3972281,4,10,5.0,4,0.4,1,1.468055556,28.084,139.75,6,100.0,0,5004214,23
1295,952,5004246,2,5,8,42,4792765,40,125,3.666666667,8,0.064,1,2.156944444,39.404,104.375,85,20.0,32,5004246,33
1296,951,5004248,6,5,6,12,4033146,37,87,4.571428571,29,0.333333333,1,7.102777777999999,109.703,90.37931034,50,78.37837837837837,8,5004248,140
1297,950,5004253,1,5,19,15,4752919,49,90,4.545454545,37,0.411111111,1,10.93083333,189.496,108.2432432,41,75.51020408163265,12,5004253,116
1298,2563,5004526,1,1,13,57,3046474,10,14,4.25,7,0.5,1,1.109166667,16.104,66.85714286,4,70.0,3,5004526,49
1299,1387,5004758,5,4,17,19,5417082,41,82,4.5,26,0.31707317100000004,1,6.388055556,112.385,95.23076923,41,63.414634146341456,15,5004758,103
1300,1386,5004823,2,4,17,31,5268148,48,77,4.6,31,0.402597403,1,10.81888889,178.713,119.8064516,29,64.58333333333334,17,5004823,94
1301,510,5005212,4,6,9,46,4892799,35,111,4.272727273,23,0.207207207,1,6.342777777999999,108.338,107.7391304,76,65.71428571428571,12,5005212,94
1302,1783,5005633,2,3,10,39,5400244,31,55,4.0,19,0.345454545,1,6.343333333,113.365,122.5263158,24,61.29032258064516,12,5005633,65
1303,949,5005684,5,5,13,29,4716746,80,242,4.375,51,0.210743802,1,12.9125,238.745,102.3137255,162,63.74999999999999,29,5005684,307
1304,1782,5005686,1,3,18,55,4595547,7,65,4.0,5,0.076923077,1,1.280277778,19.41,89.6,58,71.42857142857143,2,5005686,27
1305,509,5005974,1,6,19,34,4358566,24,66,4.272727273,18,0.272727273,1,4.100277778,89.97200000000002,109.1666667,42,75.0,6,5005974,79
1306,1385,5006017,3,4,11,11,4996138,15,31,4.6,9,0.290322581,1,3.1125,45.343,106.0,16,60.0,6,5006017,121
1307,2562,5006393,1,1,12,9,4496058,4,8,4.0,4,0.5,1,0.004722222,2.023,48.0,4,100.0,0,5006393,11
1308,948,5007005,2,5,10,1,5178055,14,21,4.25,5,0.238095238,1,1.691944444,24.702,107.0,7,35.714285714285715,9,5007005,39
1309,2561,5007501,7,1,15,46,5424177,3,11,5.0,3,0.272727273,1,1.055277778,26.322,167.0,8,100.0,0,5007501,5
1310,1384,5007554,4,4,20,50,4522053,20,28,4.222222222,20,0.7142857140000001,1,4.9,119.109,125.25,8,100.0,0,5007554,76
1311,508,5008665,2,6,17,7,5030834,60,81,4.461538462,45,0.5555555560000001,1,13.18722222,211.483,102.8,21,75.0,15,5008665,228
1312,2190,5008987,2,2,9,11,4366558,5,7,4.5,5,0.7142857140000001,1,1.155,25.514,106.6,2,100.0,0,5008987,5
1313,2189,5009215,1,2,12,23,5395545,3,12,4.307563701,2,0.166666667,1,0.782222222,6.394,78.0,9,66.66666666666666,1,5009215,3
1314,947,5010471,7,5,18,19,5317965,92,122,4.289473684,73,0.598360656,1,21.78305556,356.61300000000006,107.0273973,30,79.34782608695652,19,5010471,315
1315,2560,5010738,1,1,11,56,3112913,3,7,4.5,3,0.428571429,1,0.5111111110000001,9.078,75.33333333,4,100.0,0,5010738,47
1316,180,5011029,5,7,9,39,4950226,94,189,4.125,70,0.37037037,1,15.93111111,298.815,98.18571429,95,74.46808510638297,24,5011029,206
1317,179,5011402,5,7,7,37,4759851,38,147,4.4,16,0.108843537,1,3.652777778,69.866,99.9375,109,42.105263157894726,22,5011402,131
1318,946,5011765,5,5,11,24,5390788,19,41,3.714285714,15,0.365853659,1,4.085555556,68.601,103.0666667,22,78.94736842105263,4,5011765,18
1319,178,5012205,2,7,15,49,3253320,54,178,4.473684211,32,0.179775281,1,9.685833333,146.0,100.25,124,59.25925925925925,22,5012205,90
1320,177,5012278,3,7,11,53,5409135,76,171,4.272727273,49,0.286549708,1,16.15611111,244.822,108.6122449,95,64.47368421052633,27,5012278,237
1321,2188,5013672,3,2,9,7,3517594,4,22,5.0,3,0.13636363599999998,1,0.82,15.219,106.0,18,75.0,1,5013672,19
1322,176,5016041,2,7,18,1,4322171,87,126,4.652173913,54,0.428571429,1,12.17916667,210.574,90.42592593,39,62.06896551724138,33,5016041,189
1323,2559,5016045,1,1,6,54,5285636,2,2,5.0,2,1.0,1,0.5641666670000001,13.898,132.0,0,100.0,0,5016045,7
1324,1781,5017023,1,3,17,57,4542883,14,25,4.25,8,0.32,1,2.747777778,52.771,134.125,11,57.14285714285714,6,5017023,36
1325,945,5017051,3,5,17,16,4058013,80,124,4.628571429,57,0.459677419,1,12.5525,230.128,94.84210526,44,71.25,23,5017051,226
1326,2187,5017116,3,2,20,27,4674029,4,61,4.307563701,1,0.016393443,1,0.001111111,5.85,118.0,57,25.0,3,5017116,1
1327,175,5017499,3,7,7,23,4828571,56,203,4.538461538,43,0.21182266,1,20.76583333,186.683,99.88372093,147,76.78571428571429,13,5017499,148
1328,944,5017506,5,5,13,27,5362040,83,157,4.032258065,63,0.401273885,1,17.67472222,314.194,107.0952381,74,75.90361445783131,20,5017506,347
1329,2558,5017542,2,1,10,22,4303138,2,2,4.0,2,1.0,1,0.517777778,7.108,83.0,0,100.0,0,5017542,14
1330,174,5017599,6,7,8,50,4933178,149,188,4.26,110,0.585106383,1,26.04944444,470.434,100.4,39,73.8255033557047,39,5017599,354
1331,1780,5018239,6,3,9,1,3839554,15,80,4.0,3,0.0375,1,0.688888889,15.668,120.6666667,65,20.0,12,5018239,11
1332,507,5018387,2,6,8,6,4202189,24,95,4.0,18,0.189473684,1,4.790277778,89.021,105.1111111,71,75.0,6,5018387,108
1333,1779,5018906,6,3,13,36,5175713,22,42,4.888888889,18,0.428571429,1,5.809722222,107.969,125.2777778,20,81.81818181818183,4,5018906,100
1334,1383,5018939,3,4,17,54,3511352,41,95,4.5,9,0.094736842,1,4.158888889,76.34899999999998,163.66666669999995,54,21.951219512195124,32,5018939,31
1335,1778,5019033,3,3,21,37,4910616,38,52,4.583333333,24,0.461538462,1,3.968055556,111.844,108.6666667,14,63.157894736842096,14,5019033,107
1336,943,5019119,5,5,10,55,3478642,63,90,4.4,45,0.5,1,14.14666667,243.475,117.6,27,71.42857142857143,18,5019119,125
1337,173,5019177,2,7,6,15,4193790,52,217,4.625,27,0.124423963,1,6.8266666670000005,141.635,111.8518519,165,51.92307692307693,25,5019177,129
1338,942,5019237,5,5,18,5,4865859,66,130,4.583333333,44,0.33846153799999995,1,8.500833333,154.125,86.06818182,64,66.66666666666666,22,5019237,156
1339,2557,5019571,3,1,17,19,4399957,1,1,4.307563701,1,1.0,1,0.353055556,4.504,98.0,0,100.0,0,5019571,10
1340,1777,5020187,3,3,16,49,5281534,15,21,4.285714286,15,0.7142857140000001,1,3.3258333330000003,59.348,91.86666667,6,100.0,0,5020187,52
1341,172,5020759,4,7,21,11,4460810,50,78,4.777777778,41,0.5256410260000001,1,8.192777778,187.86,113.1219512,28,82.0,9,5020759,173
1342,1776,5023765,5,3,7,42,4868794,9,12,4.2,6,0.5,1,1.4227777780000002,27.063,104.6666667,3,66.66666666666666,3,5023765,48
1343,941,5024883,4,5,22,30,4123031,41,95,4.466666667,36,0.378947368,1,6.260277778,140.762,94.61111111,54,87.8048780487805,5,5024883,198
1344,2186,5025604,2,2,13,20,4734154,5,5,3.333333333,5,1.0,1,1.278333333,21.95,99.0,0,100.0,0,5025604,22
1345,940,5025622,4,5,14,2,5264966,81,133,4.416666667,42,0.315789474,1,14.5775,234.437,117.0952381,52,51.851851851851855,39,5025622,208
1346,1775,5025629,1,3,12,49,4846283,9,24,4.4,6,0.25,1,2.344722222,40.285,131.5,15,66.66666666666666,3,5025629,81
1347,939,5025815,4,5,10,58,3560771,39,83,4.4,11,0.13253012,1,2.4252777780000003,34.334,76.90909091,44,28.2051282051282,28,5025815,37
1348,506,5026015,7,6,19,56,4319676,43,287,4.666666667,27,0.094076655,1,10.74555556,204.148,146.8148148,244,62.7906976744186,16,5026015,251
1349,505,5026118,1,6,10,19,4529587,42,272,4.307692308,29,0.106617647,1,8.040555556000001,149.384,111.9655172,230,69.04761904761905,13,5026118,194
1350,1382,5026201,1,4,12,11,4531570,29,43,4.384615385,24,0.558139535,1,6.6663888889999985,110.468,100.5833333,14,82.75862068965517,5,5026201,277
1351,2185,5026466,2,2,19,56,5346105,4,11,5.0,3,0.272727273,1,0.7202777779999999,15.8,109.6666667,7,75.0,1,5026466,36
1352,1774,5026532,1,3,17,56,4892504,20,44,4.5,4,0.090909091,1,0.003333333,4.982,59.0,24,20.0,16,5026532,55
1353,504,5026569,1,6,10,23,5107870,147,194,4.513888889,116,0.597938144,1,33.89972222,563.687,106.2758621,47,78.91156462585032,31,5026569,497
1354,938,5027247,7,5,20,0,3469339,33,107,4.818181818,28,0.261682243,1,6.322777778,147.042,115.9285714,74,84.84848484848484,5,5027247,77
1355,2184,5027533,4,2,15,8,5093185,9,101,4.0,2,0.01980198,1,1.012222222,18.887,202.0,92,22.222222222222218,7,5027533,4
1356,2183,5027785,4,2,20,24,5385484,12,63,4.8,9,0.14285714300000002,1,3.1636111110000003,46.903,112.2222222,51,75.0,3,5027785,52
1357,1381,5028829,4,4,12,15,4558595,25,99,4.6363636360000005,20,0.202020202,1,6.638888889,97.461,111.0,74,80.0,5,5028829,36
1358,503,5029226,4,6,10,26,3675480,44,151,4.666666667,36,0.238410596,1,10.65583333,167.175,101.4444444,107,81.81818181818183,8,5029226,155
1359,2556,5031781,3,1,7,34,4371984,12,41,4.25,5,0.12195122,1,0.829722222,15.555,82.2,29,41.66666666666667,7,5031781,8
1360,171,5032504,7,7,16,21,3661085,80,166,3.695652174,43,0.259036145,1,0.028055556,189.243,101.5348837,86,53.75,37,5032504,166
1361,2555,5032649,1,1,13,7,3981021,22,23,3.25,14,0.608695652,1,3.4336111110000003,63.864,98.78571429,1,63.63636363636363,8,5032649,130
1362,170,5033182,1,7,19,46,4391568,45,108,4.6363636360000005,26,0.240740741,1,5.258611111,132.13,122.0769231,63,57.77777777777778,19,5033182,105
1363,937,5033434,3,5,10,27,3624213,72,158,4.4,47,0.297468354,1,14.09166667,217.332,102.0,86,65.27777777777779,25,5033434,216
1364,1773,5034028,2,3,16,28,5258808,14,77,3.666666667,8,0.103896104,1,3.532222222,58.788,143.125,63,57.14285714285714,6,5034028,15
1365,2182,5034260,7,2,13,34,4858594,8,21,4.5,4,0.19047619,1,0.8113888890000001,19.077,102.0,13,50.0,4,5034260,22
1366,502,5034262,7,6,22,14,5054770,38,59,3.833333333,29,0.491525424,1,7.734444444,153.257,111.8965517,21,76.31578947368422,9,5034262,141
1367,2554,5035367,7,1,18,2,4842677,3,14,4.5,3,0.214285714,1,0.343611111,6.773,64.0,11,100.0,0,5035367,15
1368,936,5035445,1,5,18,33,3369065,39,98,4.461538462,28,0.28571428600000004,1,6.94,117.331,96.10714286,59,71.7948717948718,11,5035445,67
1369,1772,5035533,3,3,18,51,4343908,35,58,3.666666667,29,0.5,1,7.8505555560000015,136.531,108.4482759,23,82.85714285714286,6,5035533,76
1370,169,5036894,3,7,20,7,4701953,35,69,3.75,29,0.420289855,1,5.789166667000001,124.513,97.68965517,34,82.85714285714286,6,5036894,102
1371,2181,5037012,2,2,19,14,5087794,4,7,4.0,4,0.571428571,1,1.103611111,13.154000000000002,85.5,3,100.0,0,5037012,4
1372,1380,5037205,1,4,7,50,4548437,43,73,4.777777778,32,0.438356164,1,7.329444444,130.118,92.09375,30,74.4186046511628,11,5037205,164
1373,501,5039886,4,6,20,17,4033621,43,132,4.736842105,36,0.272727273,1,10.52611111,191.076,115.5,89,83.72093023255816,7,5039886,88
1374,935,5043591,2,5,11,15,4455322,64,169,4.333333333,41,0.24260355,1,6.95,153.33,91.56097561,105,64.0625,23,5043591,223
1375,2553,5045617,4,1,17,17,4646415,6,10,4.307563701,4,0.4,1,0.7675,8.788,69.25,4,66.66666666666666,2,5045617,5
1376,1379,5046454,7,4,16,6,5387909,10,34,4.5,9,0.264705882,1,2.301944444,41.753,103.4444444,24,90.0,1,5046454,97
1377,1378,5046468,3,4,9,4,5025131,21,28,4.0,18,0.642857143,1,5.745833332999999,100.544,116.8888889,7,85.71428571428571,3,5046468,52
1378,168,5049683,6,7,19,32,3906008,57,134,4.24137931,49,0.365671642,1,11.49111111,274.959,124.8163265,77,85.96491228070175,8,5049683,215
1379,1771,5050122,2,3,21,25,4587176,31,66,4.0,27,0.409090909,1,3.561666667,65.027,72.77777778,35,87.09677419354837,4,5050122,51
1380,2180,5050579,3,2,9,34,5331947,4,42,5.0,2,0.047619048,1,0.5069444439999999,8.314,92.5,38,50.0,2,5050579,23
1381,500,5050680,5,6,18,18,4735562,47,76,4.307692308,27,0.355263158,1,4.446944444,93.349,87.40740741,29,57.44680851063831,20,5050680,120
1382,2179,5051111,1,2,8,33,5026422,21,31,4.5,11,0.35483871,1,2.216111111,36.113,80.27272727,10,52.38095238095239,10,5051111,76
1383,934,5051117,3,5,9,42,4040944,70,195,4.1176470589999985,35,0.179487179,1,9.638055556,131.423,88.2,125,50.0,35,5051117,179
1384,167,5051181,6,7,0,24,5428208,86,155,4.34375,66,0.4258064520000001,1,14.99472222,360.992,159.5454545,69,76.74418604651162,20,5051181,173
1385,499,5051368,7,6,13,18,4912382,44,101,3.933333333,33,0.32673267300000003,1,9.227777778,134.565,92.27272727,57,75.0,11,5051368,136
1386,933,5051512,1,5,17,28,5365922,11,136,4.75,7,0.051470588,1,1.771111111,40.783,135.0,125,63.63636363636363,4,5051512,26
1387,932,5051893,2,5,6,36,4468817,36,112,4.285714286,32,0.28571428600000004,1,8.861666667,158.967,107.40625,76,88.8888888888889,4,5051893,189
1388,2552,5052203,7,1,19,50,5179772,2,5,4.0,2,0.4,1,0.4916666670000001,6.747999999999998,80.5,3,100.0,0,5052203,7
1389,2551,5052237,1,1,11,16,5075359,8,39,5.0,5,0.128205128,1,2.8883333330000003,35.868,142.6,31,62.5,3,5052237,6
1390,1770,5052362,4,3,9,19,3968973,6,11,5.0,4,0.363636364,1,1.247222222,22.112,111.75,5,66.66666666666666,2,5052362,221
1391,2550,5052952,1,1,7,36,4806948,5,14,4.0,2,0.14285714300000002,1,0.358055556,10.504,112.0,9,40.0,3,5052952,38
1392,166,5052981,2,7,11,18,3764320,118,193,4.2380952380000005,97,0.502590674,1,25.5225,448.255,103.185567,75,82.20338983050848,21,5052981,404
1393,165,5052985,1,7,7,39,3908966,77,138,4.535714286,45,0.326086957,1,14.67888889,223.295,108.0,61,58.441558441558435,32,5052985,248
1394,2178,5053020,3,2,19,23,5406572,6,10,4.307563701,2,0.2,1,0.461111111,9.243,99.0,4,33.33333333333333,4,5053020,29
1395,1769,5053068,3,3,10,18,4058662,53,87,4.133333333,29,0.333333333,1,7.170277777999999,103.836,86.65517241,34,54.716981132075475,24,5053068,190
1396,164,5053111,3,7,11,6,5366565,86,181,3.633333333,53,0.29281768,1,21.60222222,327.145,127.5660377,95,61.62790697674418,33,5053111,233
1397,163,5053389,5,7,16,16,3709890,132,148,4.125,107,0.722972973,1,28.59833333,534.626,120.4205607,16,81.06060606060606,25,5053389,413
1398,931,5053890,1,5,14,34,5243910,63,79,4.3684210530000005,39,0.493670886,1,8.356111111,131.113,82.02564103,16,61.904761904761905,24,5053890,182
1399,1768,5053969,1,3,15,40,4723508,19,46,4.1428571430000005,12,0.260869565,1,2.9280555560000003,44.878,89.91666667,27,63.157894736842096,7,5053969,78
1400,2549,5054213,1,1,11,54,5377354,6,13,5.0,2,0.153846154,0,0.000277778,0.079,45.0,7,33.33333333333333,4,5054213,77
1401,930,5054538,7,5,17,13,4459313,26,93,4.444444444,19,0.204301075,1,6.129444444,112.153,121.0,67,73.07692307692307,7,5054538,144
1402,1377,5055770,7,4,13,32,4254815,15,93,4.0,8,0.086021505,1,2.194166667,41.725,114.875,78,53.33333333333334,7,5055770,44
1403,2548,5056680,1,1,15,34,4605221,6,121,4.307563701,1,0.008264463,1,0.098055556,2.373,66.0,115,16.666666666666664,5,5056680,4
1404,1376,5057624,3,4,19,45,3460853,30,175,3.888888889,19,0.108571429,1,4.950277778,78.533,93.05263158,145,63.33333333333333,11,5057624,75
1405,498,5058727,2,6,12,28,3701140,92,168,4.2,59,0.35119047600000003,1,11.17805556,216.095,86.47457627,76,64.13043478260869,33,5058727,168
1406,162,5058733,6,7,7,46,3933369,72,183,4.34375,55,0.300546448,1,11.13416667,235.557,96.69090909,111,76.3888888888889,17,5058733,241
1407,497,5058736,4,6,8,53,4631748,116,293,4.1111111110000005,46,0.156996587,1,13.02277778,210.659,99.67391304,177,39.6551724137931,70,5058736,182
1408,2177,5058772,7,2,11,53,4722627,5,6,5.0,5,0.833333333,1,1.163055556,26.9,116.0,1,100.0,0,5058772,10
1409,2176,5058777,4,2,19,16,4237452,6,35,4.666666667,5,0.14285714300000002,1,1.204166667,21.857,99.0,29,83.33333333333334,1,5058777,19
1410,1767,5059034,7,3,19,22,5421238,29,71,4.75,12,0.169014085,1,2.062222222,41.17100000000001,83.91666667,42,41.379310344827594,17,5059034,62
1411,2175,5059411,2,2,16,41,4883464,11,30,4.5,6,0.2,1,1.4983333330000002,28.476,102.8333333,19,54.54545454545454,5,5059411,108
1412,1375,5060078,3,4,13,46,5407937,29,76,5.0,7,0.092105263,1,1.5577777780000002,44.288,125.5714286,47,24.13793103448276,22,5060078,50
1413,1766,5060554,7,3,18,12,3520975,57,90,4.233333333,43,0.477777778,1,9.490555556,186.762,96.58139535,33,75.43859649122807,14,5060554,130
1414,496,5060587,3,6,10,32,3923438,81,219,3.928571429,42,0.191780822,1,11.97416667,172.97,95.45238095,138,51.851851851851855,39,5060587,156
1415,2174,5060871,6,2,20,52,4269912,9,55,5.0,5,0.090909091,1,0.9725,18.433,90.2,46,55.555555555555564,4,5060871,7
1416,1765,5062239,1,3,20,12,5397498,17,30,4.1428571430000005,14,0.466666667,1,5.739166667,87.417,122.5,13,82.35294117647058,3,5062239,89
1417,2547,5063192,7,1,20,2,5321286,2,16,4.307563701,1,0.0625,1,0.180277778,3.148,77.0,14,50.0,1,5063192,21
1418,161,5066010,3,7,10,45,5390372,139,171,4.3389830510000005,112,0.65497076,1,33.71416667,546.2819999999998,107.7857143,32,80.5755395683453,27,5066010,463
1419,1374,5066368,2,4,17,9,4952102,33,152,3.857142857,18,0.118421053,1,4.099722222,45.826,72.55555556,119,54.54545454545454,15,5066368,35
1420,1764,5066380,2,3,13,27,5263354,10,125,5.0,4,0.032,1,0.78,9.969,67.5,115,40.0,6,5066380,23
1421,495,5066782,4,6,16,9,5362456,106,361,4.260869565,55,0.152354571,1,15.6275,253.354,101.3454545,255,51.88679245283018,51,5066782,279
1422,2546,5066786,2,1,18,35,4050862,1,1,5.0,1,1.0,1,0.014722222,0.6779999999999999,45.0,0,100.0,0,5066786,2
1423,2173,5067563,7,2,22,22,5250528,16,43,4.625,14,0.325581395,1,2.3113888890000003,53.78,95.5,27,87.5,2,5067563,138
1424,160,5067585,2,7,17,43,3601053,128,213,4.333333333,88,0.41314554,1,21.5875,426.571,108.6363636,85,68.75,40,5067585,360
1425,2172,5067669,2,2,19,33,4735427,3,7,5.0,2,0.28571428600000004,1,0.443055556,7.8820000000000014,89.0,4,66.66666666666666,1,5067669,10
1426,494,5067678,4,6,16,12,4110399,34,153,4.5,28,0.18300653600000005,1,7.976111111,135.819,105.4642857,119,82.35294117647058,6,5067678,179
1427,1763,5068016,2,3,13,34,4395866,29,69,4.0,26,0.376811594,1,5.817777778,112.683,101.4230769,40,89.65517241379311,3,5068016,91
1428,1762,5068041,1,3,9,36,5377035,18,89,4.5,7,0.078651685,1,0.855833333,15.507,66.42857143,71,38.888888888888886,11,5068041,48
1429,159,5068200,7,7,19,49,4547630,70,201,4.2352941180000006,31,0.154228856,1,6.083333333,101.985,85.87096774,131,44.28571428571429,39,5068200,76
1430,1373,5068523,1,4,14,32,5211563,11,62,4.833333333,9,0.14516129,1,2.066111111,42.585,105.7777778,51,81.81818181818183,2,5068523,29
1431,1372,5069161,7,4,18,14,5130225,14,39,4.0,8,0.205128205,1,2.141111111,36.305,103.25,25,57.14285714285714,6,5069161,54
